code,city_code,name,yomi,prefecture_code,subprefecture_code,county_code,valid_from,valid_to
22503_initial,22503,新居町,あらいちょう,22,,22004,,2010-03-23
22504_initial,22504,湖西町,こさいちょう,22,,22004,,1972-01-01
22505_initial,22505,雄踏町,ゆうとうちょう,22,,22004,,2005-07-01
22521_initial,22521,細江町,ほそえちょう,22,,22009,,2005-07-01
22522_initial,22522,引佐町,いなさちょう,22,,22009,,2005-07-01
22523_initial,22523,三ケ日町,みっかびちょう,22,,22009,,2005-07-01
23100_initial,23100,名古屋市,なごやし,23,,,,
23201_initial,23201,豊橋市,とよはしし,23,,,,
23202_20060101,23202,岡崎市,おかざきし,23,,,2006-01-01,
23202_initial,23202,岡崎市,おかざきし,23,,,,2006-01-01
23203_20050401,23203,一宮市,いちのみやし,23,,,2005-04-01,
23203_initial,23203,一宮市,いちのみやし,23,,,,2005-04-01
23204_initial,23204,瀬戸市,せとし,23,,,,
23205_initial,23205,半田市,はんだし,23,,,,
23206_initial,23206,春日井市,かすがいし,23,,,,
23207_20060201,23207,豊川市,とよかわし,23,,,2006-02-01,2008-01-15
23207_20080115,23207,豊川市,とよかわし,23,,,2008-01-15,2010-02-01
23207_20100201,23207,豊川市,とよかわし,23,,,2010-02-01,
23207_initial,23207,豊川市,とよかわし,23,,,,2006-02-01
23208_initial,23208,津島市,つしまし,23,,,,
23209_initial,23209,碧南市,へきなんし,23,,,,
23210_initial,23210,刈谷市,かりやし,23,,,,
23211_20050401,23211,豊田市,とよたし,23,,,2005-04-01,
23211_initial,23211,豊田市,とよたし,23,,,,2005-04-01
23212_initial,23212,安城市,あんじょうし,23,,,,
23213_20110401,23213,西尾市,にしおし,23,,,2011-04-01,
23213_initial,23213,西尾市,にしおし,23,,,,2011-04-01
23214_initial,23214,蒲郡市,がまごおりし,23,,,,
23215_initial,23215,犬山市,いぬやまし,23,,,,
23216_initial,23216,常滑市,とこなめし,23,,,,
23217_initial,23217,江南市,こうなんし,23,,,,
23218_initial,23218,尾西市,びさいし,23,,,,2005-04-01
23219_initial,23219,小牧市,こまきし,23,,,,
23220_20050401,23220,稲沢市,いなざわし,23,,,2005-04-01,
23220_initial,23220,稲沢市,いなざわし,23,,,,2005-04-01
23221_20051001,23221,新城市,しんしろし,23,,,2005-10-01,
23221_initial,23221,新城市,しんしろし,23,,,,2005-10-01
23222_initial,23222,東海市,とうかいし,23,,,,
23223_19700901,23223,大府市,おおぶし,23,,,1970-09-01,
23224_19700901,23224,知多市,ちたし,23,,,1970-09-01,
23225_19701201,23225,知立市,ちりゅうし,23,,,1970-12-01,
23226_19701201,23226,尾張旭市,おわりあさひし,23,,,1970-12-01,
23227_19701201,23227,高浜市,たかはまし,23,,,1970-12-01,
23228_19711201,23228,岩倉市,いわくらし,23,,,1971-12-01,
23229_19720801,23229,豊明市,とよあけし,23,,,1972-08-01,
23230_19941001,23230,日進市,にっしんし,23,,,1994-10-01,
23231_20030820,23231,田原市,たはらし,23,,,2003-08-20,2005-10-01
23231_20051001,23231,田原市,たはらし,23,,,2005-10-01,
23232_20050401,23232,愛西市,あいさいし,23,,,2005-04-01,
23233_20050707,23233,清須市,きよすし,23,,,2005-07-07,2009-10-01
23233_20091001,23233,清須市,きよすし,23,,,2009-10-01,
23234_20060320,23234,北名古屋市,きたなごやし,23,,,2006-03-20,
23235_20060401,23235,弥富市,やとみし,23,,,2006-04-01,
23236_20100104,23236,みよし市,みよしし,23,,,2010-01-04,
23237_20100322,23237,あま市,あまし,23,,,2010-03-22,
23238_20120104,23238,長久手市,ながくてし,23,,,2012-01-04,
23301_initial,23301,豊明町,とよあけちょう,23,,23012,,1972-08-01
23302_initial,23302,東郷町,とうごうちょう,23,,23012,,
23303_initial,23303,日進町,にっしんちょう,23,,23012,,1994-10-01
23304_19710401,23304,長久手町,ながくてちょう,23,,23012,1971-04-01,2012-01-04
23304_initial,23304,長久手村,ながくてむら,23,,23012,,1971-04-01
23321_initial,23321,旭町,あさひちょう,23,,23017,,1970-12-01
23341_initial,23341,西枇杷島町,にしびわじまちょう,23,,23005,,2005-07-07
23342_19720401,23342,豊山町,とよやまちょう,23,,23005,1972-04-01,
23342_initial,23342,豊山村,とよやまむら,23,,23005,,1972-04-01
23343_initial,23343,師勝町,しかつちょう,23,,23005,,2006-03-20
23344_initial,23344,西春町,にしはるちょう,23,,23005,,2006-03-20
23345_19900401,23345,春日町,はるひちょう,23,,23005,1990-04-01,2009-10-01
23345_initial,23345,春日村,はるひむら,23,,23005,,1990-04-01
23346_initial,23346,清洲町,きよすちょう,23,,23005,,2005-07-07
23347_initial,23347,新川町,しんかわちょう,23,,23005,,2005-07-07
23361_initial,23361,大口町,おおぐちちょう,23,,23018,,
23362_initial,23362,扶桑町,ふそうちょう,23,,23018,,
23363_initial,23363,岩倉町,いわくらちょう,23,,23018,,1971-12-01
23381_initial,23381,木曽川町,きそがわちょう,23,,23016,,2005-04-01
23401_initial,23401,祖父江町,そぶえちょう,23,,23014,,2005-04-01
23402_initial,23402,平和町,へいわちょう,23,,23014,,2005-04-01
23421_initial,23421,七宝町,しっぽうちょう,23,,23002,,2010-03-22
23422_initial,23422,美和町,みわちょう,23,,23002,,2010-03-22
23423_initial,23423,甚目寺町,じもくじちょう,23,,23002,,2010-03-22
23424_19750401,23424,大治町,おおはるちょう,23,,23002,1975-04-01,
23424_initial,23424,大治村,おおはるむら,23,,23002,,1975-04-01
23425_initial,23425,蟹江町,かにえちょう,23,,23002,,
23426_initial,23426,十四山村,じゅうしやまむら,23,,23002,,2006-04-01
23427_initial,23427,飛島村,とびしまむら,23,,23002,,
23428_20060401,23428,弥富町,やとみちょう,23,,23002,2006-04-01,2006-04-01
23428_initial,23428,弥富町,やとみちょう,23,,23002,,2006-04-01
23429_initial,23429,佐屋町,さやちょう,23,,23002,,2005-04-01
23430_initial,23430,立田村,たつたむら,23,,23002,,2005-04-01
23431_initial,23431,八開村,はちかいむら,23,,23002,,2005-04-01
23432_initial,23432,佐織町,さおりちょう,23,,23002,,2005-04-01
23441_initial,23441,阿久比町,あぐいちょう,23,,23009,,
23442_initial,23442,東浦町,ひがしうらちょう,23,,23009,,
23443_initial,23443,大府町,おおぶちょう,23,,23009,,1970-09-01
23444_initial,23444,知多町,ちたちょう,23,,23009,,1970-09-01
23445_initial,23445,南知多町,みなみちたちょう,23,,23009,,
23446_initial,23446,美浜町,みはまちょう,23,,23009,,
23447_initial,23447,武豊町,たけとよちょう,23,,23009,,
23461_initial,23461,高浜町,たかはまちょう,23,,23003,,1970-12-01
23462_initial,23462,知立町,ちりゅうちょう,23,,23003,,1970-12-01
23481_initial,23481,一色町,いっしきちょう,23,,23015,,2011-04-01
23482_initial,23482,吉良町,きらちょう,23,,23015,,2011-04-01
23483_initial,23483,幡豆町,はずちょう,23,,23015,,2011-04-01
23501_initial,23501,幸田町,こうたちょう,23,,23006,,
23502_initial,23502,額田町,ぬかたちょう,23,,23006,,2006-01-01
23521_20100104,23521,みよし町,みよしちょう,23,,23010,2010-01-04,2010-01-04
23521_initial,23521,三好町,みよしちょう,23,,23010,,2010-01-04
23522_19780401,23522,藤岡町,ふじおかちょう,23,,23010,1978-04-01,2005-04-01
23522_initial,23522,藤岡村,ふじおかむら,23,,23010,,1978-04-01
23523_initial,23523,小原村,おばらむら,23,,23010,,2005-04-01
23541_initial,23541,足助町,あすけちょう,23,,23011,,2005-04-01
23543_initial,23543,下山村,しもやまむら,23,,23011,,2005-04-01
23544_initial,23544,旭町,あさひちょう,23,,23011,,2005-04-01
23545_20031001,23545,稲武町,いなぶちょう,23,,23011,2003-10-01,2005-04-01
23561_20051001,23561,設楽町,したらちょう,23,,23008,2005-10-01,
23561_initial,23561,設楽町,したらちょう,23,,23008,,2005-10-01
23562_initial,23562,東栄町,とうえいちょう,23,,23008,,
23563_20051127,23563,豊根村,とよねむら,23,,23008,2005-11-27,
23563_initial,23563,豊根村,とよねむら,23,,23008,,2005-11-27
23564_initial,23564,富山村,とみやまむら,23,,23008,,2005-11-27
23565_initial,23565,津具村,つぐむら,23,,23008,,2005-10-01
23566_initial,23566,稲武町,いなぶちょう,23,,23008,,2003-10-01
23581_initial,23581,鳳来町,ほうらいちょう,23,,23013,,2005-10-01
23582_initial,23582,作手村,つくでむら,23,,23013,,2005-10-01
23601_initial,23601,音羽町,おとわちょう,23,,23001,,2008-01-15
23602_initial,23602,一宮町,いちのみやちょう,23,,23001,,2006-02-01
23603_initial,23603,小坂井町,こざかいちょう,23,,23001,,2010-02-01
23604_initial,23604,御津町,みとちょう,23,,23001,,2008-01-15
23621_20030820,23621,田原町,たはらちょう,23,,23004,2003-08-20,2003-08-20
23621_initial,23621,田原町,たはらちょう,23,,23004,,2003-08-20
23622_initial,23622,赤羽根町,あかばねちょう,23,,23004,,2003-08-20
23623_initial,23623,渥美町,あつみちょう,23,,23004,,2005-10-01
24201_19730201,24201,津市,つし,24,,,1973-02-01,2006-01-01
24201_20060101,24201,津市,つし,24,,,2006-01-01,
24201_initial,24201,津市,つし,24,,,,1973-02-01
24202_20050207,24202,四日市市,よっかいちし,24,,,2005-02-07,
24202_initial,24202,四日市市,よっかいちし,24,,,,2005-02-07
24203_20051101,24203,伊勢市,いせし,24,,,2005-11-01,
24203_initial,24203,伊勢市,いせし,24,,,,2005-11-01
24204_20050101,24204,松阪市,まつさかし,24,,,2005-01-01,
24204_initial,24204,松阪市,まつさかし,24,,,,2005-01-01
24205_20041206,24205,桑名市,くわなし,24,,,2004-12-06,
24205_initial,24205,桑名市,くわなし,24,,,,2004-12-06
24206_initial,24206,上野市,うえのし,24,,,,2004-11-01
24207_initial,24207,鈴鹿市,すずかし,24,,,,
24208_initial,24208,名張市,なばりし,24,,,,
24209_initial,24209,尾鷲市,おわせし,24,,,,
24210_20050111,24210,亀山市,かめやまし,24,,,2005-01-11,
24210_initial,24210,亀山市,かめやまし,24,,,,2005-01-11
24211_initial,24211,鳥羽市,とばし,24,,,,
24212_20051101,24212,熊野市,くまのし,24,,,2005-11-01,
24212_initial,24212,熊野市,くまのし,24,,,,2005-11-01
24213_19700801,24213,久居市,ひさいし,24,,,1970-08-01,2006-01-01
24214_20031201,24214,いなべ市,いなべし,24,,,2003-12-01,
24215_20041001,24215,志摩市,しまし,24,,,2004-10-01,
24216_20041101,24216,伊賀市,いがし,24,,,2004-11-01,
24301_initial,24301,多度町,たどちょう,24,,24005,,2004-12-06
24302_initial,24302,長島町,ながしまちょう,24,,24005,,2004-12-06
24303_19890501,24303,木曽岬町,きそさきちょう,24,,24005,1989-05-01,
24303_initial,24303,木曽岬村,きそさきむら,24,,24005,,1989-05-01
24321_initial,24321,北勢町,ほくせいちょう,24,,24003,,2003-12-01
24322_initial,24322,員弁町,いなべちょう,24,,24003,,2003-12-01
24323_initial,24323,大安町,だいあんちょう,24,,24003,,2003-12-01
24324_initial,24324,東員町,とういんちょう,24,,24003,,
24325_initial,24325,藤原町,ふじわらちょう,24,,24003,,2003-12-01
24341_initial,24341,菰野町,こものちょう,24,,24014,,
24342_initial,24342,楠町,くすちょう,24,,24014,,2005-02-07
24343_initial,24343,朝日町,あさひちょう,24,,24014,,
24344_initial,24344,川越町,かわごえちょう,24,,24014,,
24361_initial,24361,関町,せきちょう,24,,24012,,2005-01-11
24381_initial,24381,河芸町,かわげちょう,24,,24006,,2006-01-01
24382_initial,24382,芸濃町,げいのうちょう,24,,24006,,2006-01-01
24383_initial,24383,美里村,みさとむら,24,,24006,,2006-01-01
24384_19770115,24384,安濃町,あのうちょう,24,,24006,1977-01-15,2006-01-01
24384_initial,24384,安濃村,あのうむら,24,,24006,,1977-01-15
24385_initial,24385,豊里村,とよさとむら,24,,24006,,1973-02-01
24401_initial,24401,久居町,ひさいちょう,24,,24001,,1970-08-01
24402_initial,24402,香良洲町,からすちょう,24,,24001,,2006-01-01
24403_initial,24403,一志町,いちしちょう,24,,24001,,2006-01-01
24404_initial,24404,白山町,はくさんちょう,24,,24001,,2006-01-01
24405_initial,24405,嬉野町,うれしのちょう,24,,24001,,2005-01-01
24406_initial,24406,美杉村,みすぎむら,24,,24001,,2006-01-01
24407_19860401,24407,三雲町,みくもちょう,24,,24001,1986-04-01,2005-01-01
24407_initial,24407,三雲村,みくもむら,24,,24001,,1986-04-01
24421_initial,24421,飯南町,いいなんちょう,24,,24011,,2005-01-01
24422_initial,24422,飯高町,いいたかちょう,24,,24011,,2005-01-01
24441_20060101,24441,多気町,たきちょう,24,,24009,2006-01-01,
24441_initial,24441,多気町,たきちょう,24,,24009,,2006-01-01
24442_initial,24442,明和町,めいわちょう,24,,24009,,
24443_20060110,24443,大台町,おおだいちょう,24,,24009,2006-01-10,
24443_initial,24443,大台町,おおだいちょう,24,,24009,,2006-01-10
24444_initial,24444,勢和村,せいわむら,24,,24009,,2006-01-01
24445_initial,24445,宮川村,みやがわむら,24,,24009,,2006-01-10
24461_initial,24461,玉城町,たまきちょう,24,,24002,,
24462_initial,24462,二見町,ふたみちょう,24,,24002,,2005-11-01
24463_initial,24463,小俣町,おばたちょう,24,,24002,,2005-11-01
24464_initial,24464,南勢町,なんせいちょう,24,,24002,,2005-10-01
24465_initial,24465,南島町,なんとうちょう,24,,24002,,2005-10-01
24466_initial,24466,大宮町,おおみやちょう,24,,24002,,2005-02-14
24467_initial,24467,紀勢町,きせいちょう,24,,24002,,2005-02-14
24468_initial,24468,御薗村,みそのむら,24,,24002,,2005-11-01
24469_initial,24469,大内山村,おおうちやまむら,24,,24002,,2005-02-14
24470_initial,24470,度会町,わたらいちょう,24,,24002,,
24471_20050214,24471,大紀町,たいきちょう,24,,24002,2005-02-14,
24472_20051001,24472,南伊勢町,みなみいせちょう,24,,24002,2005-10-01,
24481_initial,24481,伊賀町,いがちょう,24,,24008,,2004-11-01
24482_initial,24482,島ヶ原村,しまがはらむら,24,,24008,,2004-11-01
24483_initial,24483,阿山町,あやまちょう,24,,24008,,2004-11-01
24484_initial,24484,大山田村,おおやまだむら,24,,24008,,2004-11-01
24501_initial,24501,青山町,あおやまちょう,24,,24010,,2004-11-01
24521_initial,24521,浜島町,はまじまちょう,24,,24004,,2004-10-01
24522_initial,24522,大王町,だいおうちょう,24,,24004,,2004-10-01
24523_initial,24523,志摩町,しまちょう,24,,24004,,2004-10-01
24524_initial,24524,阿児町,あごちょう,24,,24004,,2004-10-01
24525_initial,24525,磯部町,いそべちょう,24,,24004,,2004-10-01
24541_19700801,24541,紀伊長島町,きいながしまちょう,24,,24007,1970-08-01,2005-10-11
24541_initial,24541,長島町,ながしまちょう,24,,24007,,1970-08-01
24542_initial,24542,海山町,みやまちょう,24,,24007,,2005-10-11
24543_20051011,24543,紀北町,きほくちょう,24,,24007,2005-10-11,
24561_initial,24561,御浜町,みはまちょう,24,,24013,,
24562_20060110,24562,紀宝町,きほうちょう,24,,24013,2006-01-10,
24562_initial,24562,紀宝町,きほうちょう,24,,24013,,2006-01-10
24563_initial,24563,紀和町,きわちょう,24,,24013,,2005-11-01
24564_initial,24564,鵜殿村,うどのむら,24,,24013,,2006-01-10
25201_20060320,25201,大津市,おおつし,25,,,2006-03-20,
25201_initial,25201,大津市,おおつし,25,,,,2006-03-20
25202_initial,25202,彦根市,ひこねし,25,,,,
25203_20060213,25203,長浜市,ながはまし,25,,,2006-02-13,2010-01-01
25203_20100101,25203,長浜市,ながはまし,25,,,2010-01-01,
25203_initial,25203,長浜市,ながはまし,25,,,,2006-02-13
25204_20100321,25204,近江八幡市,おうみはちまんし,25,,,2010-03-21,
25204_initial,25204,近江八幡市,おうみはちまんし,25,,,,2010-03-21
25205_initial,25205,八日市市,ようかいちし,25,,,,2005-02-11
25206_initial,25206,草津市,くさつし,25,,,,
25207_19700701,25207,守山市,もりやまし,25,,,1970-07-01,
25208_20011001,25208,栗東市,りっとうし,25,,,2001-10-01,
25209_20041001,25209,甲賀市,こうかし,25,,,2004-10-01,
25210_20041001,25210,野洲市,やすし,25,,,2004-10-01,
25211_20041001,25211,湖南市,こなんし,25,,,2004-10-01,
25212_20050101,25212,高島市,たかしまし,25,,,2005-01-01,
25213_20050211,25213,東近江市,ひがしおうみし,25,,,2005-02-11,2006-01-01
25213_20060101,25213,東近江市,ひがしおうみし,25,,,2006-01-01,
25214_20050214,25214,米原市,まいばらし,25,,,2005-02-14,2005-10-01
25214_20051001,25214,米原市,まいばらし,25,,,2005-10-01,
25301_initial,25301,志賀町,しがちょう,25,,25008,,2006-03-20
25321_initial,25321,栗東町,りっとうちょう,25,,25010,,2001-10-01
25341_initial,25341,守山町,もりやまちょう,25,,25004,,1970-07-01
25342_initial,25342,中主町,ちゅうずちょう,25,,25004,,2004-10-01
25343_initial,25343,野洲町,やすちょう,25,,25004,,2004-10-01
25361_initial,25361,石部町,いしべちょう,25,,25005,,2004-10-01
25362_initial,25362,甲西町,こうせいちょう,25,,25005,,2004-10-01
25363_initial,25363,水口町,みなくちちょう,25,,25005,,2004-10-01
25364_initial,25364,土山町,つちやまちょう,25,,25005,,2004-10-01
25365_initial,25365,甲賀町,こうかちょう,25,,25005,,2004-10-01
25366_initial,25366,甲南町,こうなんちょう,25,,25005,,2004-10-01
25367_initial,25367,信楽町,しがらきちょう,25,,25005,,2004-10-01
25381_initial,25381,安土町,あづちちょう,25,,25009,,2010-03-21
25382_initial,25382,蒲生町,がもうちょう,25,,25009,,2006-01-01
25383_initial,25383,日野町,ひのちょう,25,,25009,,
25384_initial,25384,竜王町,りゆうおうちょう,25,,25009,,
25401_initial,25401,永源寺町,えいげんじちょう,25,,25011,,2005-02-11
25402_initial,25402,五個荘町,ごかしょうちょう,25,,25011,,2005-02-11
25403_initial,25403,能登川町,のとがわちょう,25,,25011,,2006-01-01
25421_19710211,25421,愛東町,あいとうちょう,25,,25002,1971-02-11,2005-02-11
25421_initial,25421,愛東村,あいとうむら,25,,25002,,1971-02-11
25422_initial,25422,湖東町,ことうちょう,25,,25002,,2005-02-11
25423_initial,25423,秦荘町,はたしょうちょう,25,,25002,,2006-02-13
25424_initial,25424,愛知川町,えちがわちょう,25,,25002,,2006-02-13
25425_20060213,25425,愛荘町,あいしょうちょう,25,,25002,2006-02-13,
25441_19710211,25441,豊郷町,とよさとちょう,25,,25012,1971-02-11,
25441_initial,25441,豊郷村,とよさとむら,25,,25012,,1971-02-11
25442_initial,25442,甲良町,こうらちょう,25,,25012,,
25443_initial,25443,多賀町,たがちょう,25,,25012,,
25461_initial,25461,山東町,さんとうちょう,25,,25003,,2005-02-14
25462_19710201,25462,伊吹町,いぶきちょう,25,,25003,1971-02-01,2005-02-14
25462_initial,25462,伊吹村,いぶきむら,25,,25003,,1971-02-01
25463_initial,25463,米原町,まいはらちょう,25,,25003,,2005-02-14
25464_initial,25464,近江町,おうみちょう,25,,25003,,2005-10-01
25481_initial,25481,浅井町,あざいちょう,25,,25007,,2006-02-13
25482_initial,25482,虎姫町,とらひめちょう,25,,25007,,2010-01-01
25483_initial,25483,湖北町,こほくちょう,25,,25007,,2010-01-01
25484_19710401,25484,びわ町,びわちょう,25,,25007,1971-04-01,2006-02-13
25484_initial,25484,びわ村,びわむら,25,,25007,,1971-04-01
25501_initial,25501,高月町,たかつきちょう,25,,25006,,2010-01-01
25502_initial,25502,木之本町,きのもとちょう,25,,25006,,2010-01-01
25503_19710401,25503,余呉町,よごちょう,25,,25006,1971-04-01,2010-01-01
25503_initial,25503,余呉村,よごむら,25,,25006,,1971-04-01
25504_19710401,25504,西浅井町,にしあざいちょう,25,,25006,1971-04-01,2010-01-01
25504_initial,25504,西浅井村,にしあざいむら,25,,25006,,1971-04-01
25521_initial,25521,マキノ町,まきのちょう,25,,25001,,2005-01-01
25522_initial,25522,今津町,いまづちょう,25,,25001,,2005-01-01
25523_initial,25523,朽木村,くつきむら,25,,25001,,2005-01-01
25524_initial,25524,安曇川町,あどがわちょう,25,,25001,,2005-01-01
25525_initial,25525,高島町,たかしまちょう,25,,25001,,2005-01-01
25526_initial,25526,新旭町,しんあさひちょう,25,,25001,,2005-01-01
26100_initial,26100,京都市,きょうとし,26,,,,
26201_20060101,26201,福知山市,ふくちやまし,26,26003,,2006-01-01,
26201_initial,26201,福知山市,ふくちやまし,26,26003,,,2006-01-01
26202_initial,26202,舞鶴市,まいづるし,26,26003,,,
26203_initial,26203,綾部市,あやべし,26,26003,,,
26204_initial,26204,宇治市,うじし,26,26001,,,
26205_initial,26205,宮津市,みやづし,26,26004,,,
26206_initial,26206,亀岡市,かめおかし,26,26002,,,
26207_19720503,26207,城陽市,じょうようし,26,26001,,1972-05-03,
26208_19721001,26208,向日市,むこうし,26,26001,,1972-10-01,
26209_initial,26209,長岡京市,ながおかきょうし,26,26001,,,
26210_19771101,26210,八幡市,やわたし,26,26001,,1977-11-01,
26211_19970401,26211,京田辺市,きょうたなべし,26,26001,,1997-04-01,
26212_20040401,26212,京丹後市,きょうたんごし,26,26004,,2004-04-01,
26213_20060101,26213,南丹市,なんたんし,26,26002,,2006-01-01,
26214_20070312,26214,木津川市,きづがわし,26,26001,,2007-03-12,
26301_initial,26301,向日町,むこうまち,26,,26003,,1972-10-01
26302_initial,26302,長岡町,ながおかちょう,26,,26003,,1972-10-01
26303_initial,26303,大山崎町,おおやまざきちょう,26,26001,26003,,
26321_initial,26321,城陽町,じょうようちょう,26,,26011,,1972-05-03
26322_initial,26322,久御山町,くみやまちょう,26,26001,26011,,
26341_initial,26341,八幡町,やわたちょう,26,,26010,,1977-11-01
26342_initial,26342,田辺町,たなべちょう,26,,26010,,1997-04-01
26343_initial,26343,井手町,いでちょう,26,26001,26010,,
26344_initial,26344,宇治田原町,うじたわらちょう,26,26001,26010,,
26361_initial,26361,山城町,やましろちょう,26,,26007,,2007-03-12
26362_initial,26362,木津町,きづちょう,26,,26007,,2007-03-12
26363_initial,26363,加茂町,かもちょう,26,,26007,,2007-03-12
26364_initial,26364,笠置町,かさぎちょう,26,26001,26007,,
26365_initial,26365,和束町,わづかちょう,26,26001,26007,,
26366_initial,26366,精華町,せいかちょう,26,26001,26007,,
26367_initial,26367,南山城村,みなみやましろむら,26,26001,26007,,
26381_initial,26381,京北町,けいほくちょう,26,,26009,,2005-04-01
26382_initial,26382,美山町,みやまちょう,26,,26009,,2006-01-01
26401_initial,26401,園部町,そのべちょう,26,,26004,,2006-01-01
26402_initial,26402,八木町,やぎちょう,26,,26004,,2006-01-01
26403_initial,26403,丹波町,たんばちょう,26,,26004,,2005-10-11
26404_initial,26404,日吉町,ひよしちょう,26,,26004,,2006-01-01
26405_initial,26405,瑞穂町,みずほちょう,26,,26004,,2005-10-11
26406_initial,26406,和知町,わちちょう,26,,26004,,2005-10-11
26407_20051011,26407,京丹波町,きょうたんばちょう,26,26002,26004,2005-10-11,
26421_initial,26421,三和町,みわちょう,26,,26008,,2006-01-01
26422_initial,26422,夜久野町,やくのちょう,26,,26008,,2006-01-01
26441_initial,26441,大江町,おおえちょう,26,,26012,,2006-01-01
26461_initial,26461,加悦町,かやちょう,26,,26001,,2006-03-01
26462_initial,26462,岩滝町,いわたきちょう,26,,26001,,2006-03-01
26463_initial,26463,伊根町,いねちょう,26,26004,26001,,
26464_initial,26464,野田川町,のだがわちょう,26,,26001,,2006-03-01
26465_20060301,26465,与謝野町,よさのちょう,26,26004,26001,2006-03-01,
26481_initial,26481,峰山町,みねやまちょう,26,,26006,,2004-04-01
26482_initial,26482,大宮町,おおみやちょう,26,,26006,,2004-04-01
26501_initial,26501,網野町,あみのちょう,26,,26005,,2004-04-01
26502_initial,26502,丹後町,たんごちょう,26,,26005,,2004-04-01
26503_initial,26503,弥栄町,やさかちょう,26,,26005,,2004-04-01
26521_initial,26521,久美浜町,くみはまちょう,26,,26013,,2004-04-01
27100_initial,27100,大阪市,おおさかし,27,,,,
27201_20050201,27201,堺市,さかいし,27,,,2005-02-01,
27201_initial,27201,堺市,さかいし,27,,,,2005-02-01
27202_initial,27202,岸和田市,きしわだし,27,,,,
27203_initial,27203,豊中市,とよなかし,27,,,,
27204_initial,27204,池田市,いけだし,27,,,,
27205_initial,27205,吹田市,すいたし,27,,,,
27206_initial,27206,泉大津市,いずみおおつし,27,,,,
27207_initial,27207,高槻市,たかつきし,27,,,,
27208_initial,27208,貝塚市,かいづかし,27,,,,
27209_initial,27209,守口市,もりぐちし,27,,,,
27210_initial,27210,枚方市,ひらかたし,27,,,,
27211_initial,27211,茨木市,いばらきし,27,,,,
27212_initial,27212,八尾市,やおし,27,,,,
27213_initial,27213,泉佐野市,いずみさのし,27,,,,
27214_initial,27214,富田林市,とんだばやしし,27,,,,
27215_initial,27215,寝屋川市,ねやがわし,27,,,,
27216_initial,27216,河内長野市,かわちながのし,27,,,,
27217_initial,27217,松原市,まつばらし,27,,,,
27218_initial,27218,大東市,だいとうし,27,,,,
27219_initial,27219,和泉市,いずみし,27,,,,
27220_initial,27220,箕面市,みのおし,27,,,,
27221_initial,27221,柏原市,かしわらし,27,,,,
27222_initial,27222,羽曳野市,はびきのし,27,,,,
27223_initial,27223,門真市,かどまし,27,,,,
27224_initial,27224,摂津市,せっつし,27,,,,
27225_initial,27225,高石市,たかいしし,27,,,,
27226_initial,27226,藤井寺市,ふじいでらし,27,,,,
27227_initial,27227,東大阪市,ひがしおおさかし,27,,,,
27228_19700701,27228,泉南市,せんなんし,27,,,1970-07-01,
27229_19700701,27229,四條畷市,しじょうなわてし,27,,,1970-07-01,
27230_19711103,27230,交野市,かたのし,27,,,1971-11-03,
27231_19871001,27231,大阪狭山市,おおさかさやまし,27,,,1987-10-01,
27232_19911001,27232,阪南市,はんなんし,27,,,1991-10-01,
27301_initial,27301,島本町,しまもとちょう,27,,27007,,
27321_19770401,27321,豊能町,とよのちょう,27,,27004,1977-04-01,
27321_initial,27321,東能勢村,ひがしのせむら,27,,27004,,1977-04-01
27322_initial,27322,能勢町,のせちょう,27,,27004,,
27341_initial,27341,忠岡町,ただおかちょう,27,,27008,,
27361_initial,27361,熊取町,くまとりちょう,27,,27002,,
27362_initial,27362,田尻町,たじりちょう,27,,27002,,
27363_initial,27363,泉南町,せんなんちょう,27,,27002,,1970-07-01
27364_initial,27364,南海町,なんかいちょう,27,,27002,,1972-10-20
27365_initial,27365,東鳥取町,ひがしとっとりちょう,27,,27002,,1972-10-20
27366_initial,27366,岬町,みさきちょう,27,,27002,,
27367_19721020,27367,阪南町,はんなんちょう,27,,27002,1972-10-20,1991-10-01
27381_initial,27381,太子町,たいしちょう,27,,27006,,
27382_initial,27382,河南町,かなんちょう,27,,27006,,
27383_initial,27383,千早赤阪村,ちはやあかさかむら,27,,27006,,
27384_initial,27384,狭山町,さやまちょう,27,,27006,,1987-10-01
27385_initial,27385,美原町,みはらちょう,27,,27006,,2005-02-01
27401_initial,27401,交野町,かたのちょう,27,,27005,,1971-11-03
27402_initial,27402,四條畷町,しじょうなわてちょう,27,,27005,,1970-07-01
28100_initial,28100,神戸市,こうべし,28,28003,,,
28201_20060327,28201,姫路市,ひめじし,28,28006,,2006-03-27,
28201_initial,28201,姫路市,ひめじし,28,28006,,,2006-03-27
28202_initial,28202,尼崎市,あまがさきし,28,28009,,,
28203_initial,28203,明石市,あかしし,28,28010,,,
28204_initial,28204,西宮市,にしのみやし,28,28009,,,
28205_20060211,28205,洲本市,すもとし,28,28001,,2006-02-11,
28205_initial,28205,洲本市,すもとし,28,28001,,,2006-02-11
28206_initial,28206,芦屋市,あしやし,28,28009,,,
28207_initial,28207,伊丹市,いたみし,28,28008,,,
28208_initial,28208,相生市,あいおいし,28,28007,,,
28209_20050401,28209,豊岡市,とよおかし,28,28004,,2005-04-01,
28209_initial,28209,豊岡市,とよおかし,28,28004,,,2005-04-01
28210_19790201,28210,加古川市,かこがわし,28,28010,,1979-02-01,
