code,city_code,name,yomi,prefecture_code,subprefecture_code,county_code,valid_from,valid_to
01201_initial,01201,札幌市,さっぽろし,01,01011,,,
01202_19731201,01202,函館市,はこだてし,01,,,1973-12-01,2004-12-01
01202_20041201,01202,函館市,はこだてし,01,01009,,2004-12-01,
01202_initial,01202,函館市,はこだてし,01,,,,1973-12-01
01203_initial,01203,小樽市,おたるし,01,01005,,,
01204_19710302,01204,旭川市,あさひかわし,01,01002,,1971-03-02,
01204_initial,01204,旭川市,あさひかわし,01,,,,1971-03-02
01205_initial,01205,室蘭市,むろらんし,01,01013,,,
01206_20051011,01206,釧路市,くしろし,01,01014,,2005-10-11,
01206_initial,01206,釧路市,くしろし,01,,,,2005-10-11
01207_initial,01207,帯広市,おびひろし,01,01003,,,
01208_20060305,01208,北見市,きたみし,01,01001,,2006-03-05,
01208_initial,01208,北見市,きたみし,01,,,,2006-03-05
01209_initial,01209,夕張市,ゆうばりし,01,01012,,,
01210_20060327,01210,岩見沢市,いわみざわし,01,01012,,2006-03-27,
01210_initial,01210,岩見沢市,いわみざわし,01,,,,2006-03-27
01211_initial,01211,網走市,あばしりし,01,01001,,,
01212_initial,01212,留萌市,るもいし,01,01010,,,
01213_initial,01213,苫小牧市,とまこまいし,01,01013,,,
01214_initial,01214,稚内市,わっかないし,01,01004,,,
01215_initial,01215,美唄市,びばいし,01,01012,,,
01216_initial,01216,芦別市,あしべつし,01,01012,,,
01217_initial,01217,江別市,えべつし,01,01011,,,
01218_initial,01218,赤平市,あかびらし,01,01012,,,
01219_initial,01219,紋別市,もんべつし,01,01001,,,
01220_20050901,01220,士別市,しべつし,01,01002,,2005-09-01,
01220_initial,01220,士別市,しべつし,01,,,,2005-09-01
01221_20060327,01221,名寄市,なよろし,01,01002,,2006-03-27,
01221_initial,01221,名寄市,なよろし,01,,,,2006-03-27
01222_initial,01222,三笠市,みかさし,01,01012,,,
01223_initial,01223,根室市,ねむろし,01,01007,,,
01224_initial,01224,千歳市,ちとせし,01,01011,,,
01225_19710401,01225,滝川市,たきかわし,01,01012,,1971-04-01,
01225_initial,01225,滝川市,たきかわし,01,,,,1971-04-01
01226_initial,01226,砂川市,すながわし,01,01012,,,
01227_initial,01227,歌志内市,うたしないし,01,01012,,,
01228_initial,01228,深川市,ふかがわし,01,01012,,,
01229_initial,01229,富良野市,ふらのし,01,01002,,,
01230_19700801,01230,登別市,のぼりべつし,01,01013,,1970-08-01,
01231_19701101,01231,恵庭市,えにわし,01,01011,,1970-11-01,
01232_19711101,01232,亀田市,かめだし,01,,,1971-11-01,1973-12-01
01233_19720401,01233,伊達市,だてし,01,,,1972-04-01,2006-03-01
01233_20060301,01233,伊達市,だてし,01,01013,,2006-03-01,
01234_19960901,01234,北広島市,きたひろしまし,01,01011,,1996-09-01,
01235_19960901,01235,石狩市,いしかりし,01,,,1996-09-01,2005-10-01
01235_20051001,01235,石狩市,いしかりし,01,01011,,2005-10-01,
01236_20060201,01236,北斗市,ほくとし,01,01009,,2006-02-01,
01301_initial,01301,広島町,ひろしまちょう,01,,01001,,1996-09-01
01302_initial,01302,石狩町,いしかりちょう,01,,,,1996-09-01
01303_initial,01303,当別町,とうべつちょう,01,01011,01016,,
01304_initial,01304,新篠津村,しんしのつむら,01,01011,01016,,
01305_initial,01305,厚田村,あつたむら,01,,01077,,2005-10-01
01306_initial,01306,浜益村,はまますむら,01,,01078,,2005-10-01
01307_initial,01307,恵庭町,えにわちょう,01,,01002,,1970-11-01
01331_initial,01331,松前町,まつまえちょう,01,01009,01017,,
01332_initial,01332,福島町,ふくしまちょう,01,01009,01017,,
01333_initial,01333,知内町,しりうちちょう,01,01009,01018,,
01334_initial,01334,木古内町,きこないちょう,01,01009,01018,,
01335_initial,01335,上磯町,かみいそちょう,01,,01018,,2006-02-01
01336_initial,01336,大野町,おおのちょう,01,,01019,,2006-02-01
01337_initial,01337,七飯町,ななえちょう,01,01009,01019,,
01338_initial,01338,亀田町,かめだちょう,01,,01019,,1971-11-01
01339_initial,01339,戸井町,といちょう,01,,01019,,2004-12-01
01340_19850401,01340,恵山町,えさんちょう,01,,01019,1985-04-01,2004-12-01
01340_initial,01340,尻岸内町,しりきしないちょう,01,,01019,,1985-04-01
01341_initial,01341,椴法華村,とどほっけむら,01,,01019,,2004-12-01
01342_initial,01342,南茅部町,みなみかやべちょう,01,,01020,,2004-12-01
01343_19831201,01343,鹿部町,しかべちょう,01,01009,01020,1983-12-01,
01343_initial,01343,鹿部村,しかべむら,01,01009,01020,,1983-12-01
01344_19700901,01344,砂原町,さわらちょう,01,,01020,1970-09-01,2005-04-01
01344_initial,01344,砂原村,さわらむら,01,,01020,,1970-09-01
01345_20050401,01345,森町,もりまち,01,01009,01020,2005-04-01,
01345_initial,01345,森町,もりまち,01,01009,01020,,2005-04-01
01346_20051001,01346,八雲町,やくもちょう,01,01009,01021,2005-10-01,
01346_initial,01346,八雲町,やくもちょう,01,01009,01021,,2005-10-01
01347_initial,01347,長万部町,おしゃまんべちょう,01,01009,01022,,
01361_initial,01361,江差町,えさしちょう,01,01008,01023,,
01362_initial,01362,上ノ国町,かみのくにちょう,01,01008,01023,,
01363_initial,01363,厚沢部町,あっさぶちょう,01,01008,01023,,
01364_initial,01364,乙部町,おとべちょう,01,01008,01024,,
01365_initial,01365,熊石町,くまいしちょう,01,,01024,,2005-10-01
01366_initial,01366,大成町,たいせいちょう,01,,01025,,2005-09-01
01367_initial,01367,奥尻町,おくしりちょう,01,01008,01026,,
01368_initial,01368,瀬棚町,せたなちょう,01,,01079,,2005-09-01
01369_initial,01369,北檜山町,きたひやまちょう,01,,01079,,2005-09-01
01370_initial,01370,今金町,いまかねちょう,01,01008,01025,,
01371_20050901,01371,せたな町,せたなちょう,01,01008,01025,2005-09-01,
01391_initial,01391,島牧村,しままきむら,01,01005,01034,,
01392_initial,01392,寿都町,すっつちょう,01,01005,01035,,
01393_initial,01393,黒松内町,くろまつないちょう,01,01005,01035,,
01394_initial,01394,蘭越町,らんこしちょう,01,01005,01036,,
01395_initial,01395,ニセコ町,にせこちょう,01,01005,01028,,
01396_initial,01396,真狩村,まっかりむら,01,01005,01028,,
01397_initial,01397,留寿都村,るすつむら,01,01005,01028,,
01398_initial,01398,喜茂別町,きもべつちょう,01,01005,01028,,
01399_initial,01399,京極町,きょうごくちょう,01,01005,01028,,
01400_initial,01400,倶知安町,くっちゃんちょう,01,01005,01028,,
01401_19710401,01401,共和町,きょうわちょう,01,01005,01029,1971-04-01,
01401_initial,01401,共和村,きょうわむら,01,01005,01029,,1971-04-01
01402_initial,01402,岩内町,いわないちょう,01,01005,01029,,
01403_initial,01403,泊村,とまりむら,01,01005,01030,,
01404_initial,01404,神恵内村,かもえないむら,01,01005,01030,,
01405_initial,01405,積丹町,しゃこたんちょう,01,01005,01031,,
01406_initial,01406,古平町,ふるびらちょう,01,01005,01032,,
01407_initial,01407,仁木町,にきちょう,01,01005,01033,,
01408_initial,01408,余市町,よいちちょう,01,01005,01033,,
01409_initial,01409,赤井川村,あかいがわむら,01,01005,01033,,
01421_initial,01421,北村,きたむら,01,,01037,,2006-03-27
01422_initial,01422,栗沢町,くりさわちょう,01,,01037,,2006-03-27
01423_initial,01423,南幌町,なんぽろちょう,01,01012,01038,,
01424_initial,01424,奈井江町,ないえちょう,01,01012,01038,,
01425_initial,01425,上砂川町,かみすながわちょう,01,01012,01038,,
01426_initial,01426,江部乙町,えべおつちょう,01,,01037,,1971-04-01
01427_initial,01427,由仁町,ゆにちょう,01,01012,01039,,
01428_initial,01428,長沼町,ながぬまちょう,01,01012,01039,,
01429_initial,01429,栗山町,くりやまちょう,01,01012,01039,,
01430_initial,01430,月形町,つきがたちょう,01,01012,01040,,
01431_initial,01431,浦臼町,うらうすちょう,01,01012,01040,,
01432_initial,01432,新十津川町,しんとつかわちょう,01,01012,01040,,
01433_initial,01433,妹背牛町,もせうしちょう,01,01012,01040,,
01434_initial,01434,秩父別町,ちっぷべつちょう,01,01012,01040,,
01436_initial,01436,雨竜町,うりゅうちょう,01,01012,01040,,
01437_initial,01437,北竜町,ほくりゅうちょう,01,01012,01040,,
01438_initial,01438,沼田町,ぬまたちょう,01,01012,01040,,
01439_initial,01439,幌加内町,ほろかないちょう,01,,01040,,2010-04-01
01451_initial,01451,東鷹栖町,ひがしたかすちょう,01,,01041,,1971-03-02
01452_initial,01452,鷹栖町,たかすちょう,01,01002,01041,,
01453_initial,01453,東神楽町,ひがしかぐらちょう,01,01002,01041,,
01454_initial,01454,当麻町,とうまちょう,01,01002,01041,,
01455_initial,01455,比布町,ぴっぷちょう,01,01002,01041,,
01456_initial,01456,愛別町,あいべつちょう,01,01002,01041,,
01457_initial,01457,上川町,かみかわちょう,01,01002,01041,,
01458_initial,01458,東川町,ひがしかわちょう,01,01002,01041,,
01459_initial,01459,美瑛町,びえいちょう,01,01002,01041,,
01460_initial,01460,上富良野町,かみふらのちょう,01,01002,01037,,
01461_initial,01461,中富良野町,なかふらのちょう,01,01002,01037,,
01462_initial,01462,南富良野町,みなみふらのちょう,01,01002,01037,,
01463_initial,01463,占冠村,しむかっぷむら,01,01002,01043,,
01464_initial,01464,和寒町,わっさむちょう,01,01002,01042,,
01465_initial,01465,剣淵町,けんぶちちょう,01,01002,01042,,
01466_initial,01466,朝日町,あさひちょう,01,,01042,,2005-09-01
01467_initial,01467,風連町,ふうれんちょう,01,,01042,,2006-03-27
01468_initial,01468,下川町,しもかわちょう,01,01002,01042,,
01469_initial,01469,美深町,びふかちょう,01,01002,01089,,
01470_initial,01470,音威子府村,おといねっぷむら,01,01002,01089,,
01471_initial,01471,中川町,なかがわちょう,01,01002,01089,,
01472_20100401,01472,幌加内町,ほろかないちょう,01,01002,01040,2010-04-01,
01472_initial,01472,幌加内町,ほろかないちょう,01,01002,01040,,2010-04-01
01481_initial,01481,増毛町,ましけちょう,01,01010,01044,,
01482_initial,01482,小平町,おびらちょう,01,01010,01045,,
01483_initial,01483,苫前町,とままえちょう,01,01010,01046,,
01484_initial,01484,羽幌町,はぼろちょう,01,01010,01046,,
01485_initial,01485,初山別村,しょさんべつむら,01,01010,01046,,
01486_initial,01486,遠別町,えんべつちょう,01,01010,01047,,
01487_initial,01487,天塩町,てしおちょう,01,01010,01047,,
01488_initial,01488,幌延町,ほろのべちょう,01,01010,01047,,2010-04-01
01511_initial,01511,猿払村,さるふつむら,01,01004,01048,,
01512_initial,01512,浜頓別町,はまとんべつちょう,01,01004,01049,,
01513_initial,01513,中頓別町,なかとんべつちょう,01,01004,01049,,
01514_20060320,01514,枝幸町,えさしちょう,01,01004,01049,2006-03-20,
01514_initial,01514,枝幸町,えさしちょう,01,01004,01049,,2006-03-20
01515_initial,01515,歌登町,うたのぼりちょう,01,,01049,,2006-03-20
01516_initial,01516,豊富町,とよとみちょう,01,01004,01047,,
01517_initial,01517,礼文町,れぶんちょう,01,01004,01050,,
01518_initial,01518,利尻町,りしりちょう,01,01004,01051,,
01519_19900930,01519,利尻富士町,りしりふじちょう,01,01004,01051,1990-09-30,
01519_initial,01519,東利尻町,ひがしりしりちょう,01,01004,01051,,1990-09-30
01520_20100401,01520,幌延町,ほろのべちょう,01,01004,01047,2010-04-01,
01520_initial,01520,幌延町,ほろのべちょう,01,01004,01047,,2010-04-01
01541_initial,01541,東藻琴村,ひがしもことむら,01,,01052,,2006-03-31
01542_initial,01542,女満別町,めまんべつちょう,01,,01052,,2006-03-31
01543_initial,01543,美幌町,びほろちょう,01,01001,01052,,
01544_initial,01544,津別町,つべつちょう,01,01001,01052,,
01545_initial,01545,斜里町,しゃりちょう,01,01001,01053,,
01546_initial,01546,清里町,きよさとちょう,01,01001,01053,,
01547_initial,01547,小清水町,こしみずちょう,01,01001,01053,,
01548_initial,01548,端野町,たんのちょう,01,,01054,,2006-03-05
01549_initial,01549,訓子府町,くんねっぷちょう,01,01001,01054,,
01550_initial,01550,置戸町,おけとちょう,01,01001,01054,,
01551_initial,01551,留辺蘂町,るべしべちょう,01,,01054,,2006-03-05
01552_initial,01552,佐呂間町,さろまちょう,01,01001,01054,,
01553_initial,01553,常呂町,ところちょう,01,,01054,,2006-03-05
01554_initial,01554,生田原町,いくたはらちょう,01,,01055,,2005-10-01
01555_20051001,01555,遠軽町,えんがるちょう,01,01001,01055,2005-10-01,
01555_initial,01555,遠軽町,えんがるちょう,01,01001,01055,,2005-10-01
01556_initial,01556,丸瀬布町,まるせっぷちょう,01,,01055,,2005-10-01
01557_initial,01557,白滝村,しらたきむら,01,,01055,,2005-10-01
01558_initial,01558,上湧別町,かみゆうべつちょう,01,,01055,,2009-10-05
01559_20091005,01559,湧別町,ゆうべつちょう,01,01001,01055,2009-10-05,
01559_initial,01559,湧別町,ゆうべつちょう,01,01001,01055,,2009-10-05
01560_initial,01560,滝上町,たきのうえちょう,01,01001,01055,,
01561_initial,01561,興部町,おこっぺちょう,01,01001,01055,,
01562_initial,01562,西興部村,にしおこっぺむら,01,01001,01055,,
01563_initial,01563,雄武町,おうむちょう,01,01001,01055,,
01564_20060331,01564,大空町,おおぞらちょう,01,01001,01052,2006-03-31,
01571_initial,01571,豊浦町,とようらちょう,01,01013,01028,,
01572_initial,01572,虻田町,あぶたちょう,01,,01028,,2006-03-27
01573_initial,01573,洞爺村,とうやむら,01,,01028,,2006-03-27
01574_initial,01574,大滝村,おおたきむら,01,,01069,,2006-03-01
01575_initial,01575,壮瞥町,そうべつちょう,01,01013,01069,,
01576_initial,01576,伊達町,だてちょう,01,,,,1972-04-01
01577_initial,01577,登別町,のぼりべつちょう,01,,01003,,1970-08-01
01578_initial,01578,白老町,しらおいちょう,01,01013,01070,,
01579_initial,01579,早来町,はやきたちょう,01,,01043,,2006-03-27
01580_initial,01580,追分町,おいわけちょう,01,,01043,,2006-03-27
01581_initial,01581,厚真町,あつまちょう,01,01013,01043,,
01582_initial,01582,鵡川町,むかわちょう,01,,01043,,2006-03-27
01583_initial,01583,穂別町,ほべつちょう,01,,01043,,2006-03-27
01584_20060327,01584,洞爺湖町,とうやこちょう,01,01013,01028,2006-03-27,
01585_20060327,01585,安平町,あびらちょう,01,01013,01043,2006-03-27,
01586_20060327,01586,むかわ町,むかわちょう,01,01013,01043,2006-03-27,
01601_20060301,01601,日高町,ひだかちょう,01,01006,01071,2006-03-01,
01601_initial,01601,日高町,ひだかちょう,01,01006,01071,,2006-03-01
01602_initial,01602,平取町,びらとりちょう,01,01006,01071,,
01603_initial,01603,門別町,もんべつちょう,01,,01071,,2006-03-01
01604_initial,01604,新冠町,にいかっぷちょう,01,01006,01072,,
01605_initial,01605,静内町,しずないちょう,01,,01080,,2006-03-31
01606_initial,01606,三石町,みついしちょう,01,,01081,,2006-03-31
01607_initial,01607,浦河町,うらかわちょう,01,01006,01074,,
01608_initial,01608,様似町,さまにちょう,01,01006,01075,,
01609_19701001,01609,えりも町,えりもちょう,01,01006,01076,1970-10-01,
01609_initial,01609,幌泉町,ほろいずみちょう,01,01006,01076,,1970-10-01
01610_20060331,01610,新ひだか町,しんひだかちょう,01,01006,01073,2006-03-31,
01631_initial,01631,音更町,おとふけちょう,01,01003,01056,,
01632_initial,01632,士幌町,しほろちょう,01,01003,01056,,
01633_initial,01633,上士幌町,かみしほろちょう,01,01003,01056,,
01634_initial,01634,鹿追町,しかおいちょう,01,01003,01056,,
01635_initial,01635,新得町,しんとくちょう,01,01003,01057,,
01636_initial,01636,清水町,しみずちょう,01,01003,01057,,
01637_initial,01637,芽室町,めむろちょう,01,01003,01058,,
01638_initial,01638,中札内村,なかさつないむら,01,01003,01058,,
01639_initial,01639,更別村,さらべつむら,01,01003,01058,,
01640_initial,01640,忠類村,ちゅうるいむら,01,,01059,,2006-02-06
01641_initial,01641,大樹町,たいきちょう,01,01003,01059,,
01642_initial,01642,広尾町,ひろおちょう,01,01003,01059,,
01643_20060206,01643,幕別町,まくべつちょう,01,01003,01060,2006-02-06,
01643_initial,01643,幕別町,まくべつちょう,01,01003,01060,,2006-02-06
01644_initial,01644,池田町,いけだちょう,01,01003,01060,,
01645_initial,01645,豊頃町,とよころちょう,01,01003,01060,,
01646_initial,01646,本別町,ほんべつちょう,01,01003,01060,,
01647_initial,01647,足寄町,あしょろちょう,01,01003,01088,,
01648_initial,01648,陸別町,りくべつちょう,01,01003,01088,,
01649_initial,01649,浦幌町,うらほろちょう,01,01003,01087,,
01661_19800401,01661,釧路町,くしろちょう,01,01014,01061,1980-04-01,
01661_initial,01661,釧路村,くしろむら,01,01014,01061,,1980-04-01
01662_initial,01662,厚岸町,あっけしちょう,01,01014,01062,,
01663_initial,01663,浜中町,はまなかちょう,01,01014,01062,,
01664_initial,01664,標茶町,しべちゃちょう,01,01014,01063,,
01665_initial,01665,弟子屈町,てしかがちょう,01,01014,01063,,
01666_initial,01666,阿寒町,あかんちょう,01,,01064,,2005-10-11
01667_initial,01667,鶴居村,つるいむら,01,01014,01064,,
01668_initial,01668,白糠町,しらぬかちょう,01,01014,01065,,
01669_initial,01669,音別町,おんべつちょう,01,,01065,,2005-10-11
01691_19710401,01691,別海町,べつかいちょう,01,01007,01066,1971-04-01,
01691_initial,01691,別海村,べっかいむら,01,01007,01066,,1971-04-01
01692_initial,01692,中標津町,なかしべつちょう,01,01007,01067,,
01693_initial,01693,標津町,しべつちょう,01,01007,01067,,
01694_initial,01694,羅臼町,らうすちょう,01,01007,01068,,
01695_initial,01695,色丹村,しこたんむら,01,01007,01084,,
01696_initial,01696,泊村,とまりむら,01,01007,01085,,
01697_initial,01697,留夜別村,るやべつむら,01,01007,01085,,
01698_initial,01698,留別村,るべつむら,01,01007,01086,,
01699_initial,01699,紗那村,しゃなむら,01,01007,01083,,
01700_initial,01700,蘂取村,しべとろむら,01,01007,01082,,
02201_20050401,02201,青森市,あおもりし,02,,,2005-04-01,
02201_initial,02201,青森市,あおもりし,02,,,,2005-04-01
02202_20060227,02202,弘前市,ひろさきし,02,,,2006-02-27,
02202_initial,02202,弘前市,ひろさきし,02,,,,2006-02-27
02203_20050331,02203,八戸市,はちのへし,02,,,2005-03-31,
02203_initial,02203,八戸市,はちのへし,02,,,,2005-03-31
02204_initial,02204,黒石市,くろいしし,02,,,,
02205_20050328,02205,五所川原市,ごしょがわらし,02,,,2005-03-28,
02205_initial,02205,五所川原市,ごしょがわらし,02,,,,2005-03-28
02206_20050101,02206,十和田市,とわだし,02,,,2005-01-01,
02206_initial,02206,十和田市,とわだし,02,,,,2005-01-01
02207_initial,02207,三沢市,みさわし,02,,,,
02208_20050314,02208,むつ市,むつし,02,,,2005-03-14,
02208_initial,02208,むつ市,むつし,02,,,,2005-03-14
02209_20050211,02209,つがる市,つがるし,02,,,2005-02-11,
02210_20060101,02210,平川市,ひらかわし,02,,,2006-01-01,
02301_initial,02301,平内町,ひらないまち,02,,02006,,
02302_initial,02302,蟹田町,かにたまち,02,,02006,,2005-03-28
02303_initial,02303,今別町,いまべつまち,02,,02006,,
02304_initial,02304,蓬田村,よもぎたむら,02,,02006,,
02305_initial,02305,平舘村,たいらだてむら,02,,02006,,2005-03-28
02306_initial,02306,三厩村,みんまやむら,02,,02006,,2005-03-28
02307_20050328,02307,外ヶ浜町,そとがはままち,02,,02006,2005-03-28,
02321_initial,02321,鰺ヶ沢町,あじがさわまち,02,,02001,,
02322_initial,02322,木造町,きづくりまち,02,,02001,,2005-02-11
02323_20050331,02323,深浦町,ふかうらまち,02,,02001,2005-03-31,
02323_initial,02323,深浦町,ふかうらまち,02,,02001,,2005-03-31
02324_initial,02324,森田村,もりたむら,02,,02001,,2005-02-11
02325_initial,02325,岩崎村,いわさきむら,02,,02001,,2005-03-31
02326_initial,02326,柏村,かしわむら,02,,02001,,2005-02-11
02327_initial,02327,稲垣村,いながきむら,02,,02001,,2005-02-11
02328_initial,02328,車力村,しゃりきむら,02,,02001,,2005-02-11
02341_initial,02341,岩木町,いわきまち,02,,02008,,2006-02-27
02342_initial,02342,相馬村,そうまむら,02,,02008,,2006-02-27
02343_initial,02343,西目屋村,にしめやむら,02,,02008,,
02361_20050328,02361,藤崎町,ふじさきまち,02,,02007,2005-03-28,
02361_initial,02361,藤崎町,ふじさきまち,02,,02007,,2005-03-28
02362_initial,02362,大鰐町,おおわにまち,02,,02007,,
02363_initial,02363,尾上町,おのえまち,02,,02007,,2006-01-01
02364_initial,02364,浪岡町,なみおかまち,02,,02007,,2005-04-01
02365_initial,02365,平賀町,ひらかまち,02,,02007,,2006-01-01
02366_initial,02366,常盤村,ときわむら,02,,02007,,2005-03-28
02367_initial,02367,田舎館村,いなかだてむら,02,,02007,,
02368_initial,02368,碇ケ関村,いかりがせきむら,02,,02007,,2006-01-01
02381_initial,02381,板柳町,いたやなぎまち,02,,02003,,
02382_initial,02382,金木町,かなぎまち,02,,02003,,2005-03-28
02383_initial,02383,中里町,なかさとまち,02,,02003,,2005-03-28
02384_initial,02384,鶴田町,つるたまち,02,,02003,,
02385_initial,02385,市浦村,しうらむら,02,,02003,,2005-03-28
02386_initial,02386,小泊村,こどまりむら,02,,02003,,2005-03-28
02387_20050328,02387,中泊町,なかどまりまち,02,,02003,2005-03-28,
02401_initial,02401,野辺地町,のへじまち,02,,02002,,
02402_20050331,02402,七戸町,しちのへまち,02,,02002,2005-03-31,
02402_initial,02402,七戸町,しちのへまち,02,,02002,,2005-03-31
02403_initial,02403,百石町,ももいしまち,02,,02002,,2006-03-01
02404_19750401,02404,十和田湖町,とわだこまち,02,,02002,1975-04-01,2005-01-01
02404_initial,02404,十和田町,とわだまち,02,,02002,,1975-04-01
02405_initial,02405,六戸町,ろくのへまち,02,,02002,,
02406_initial,02406,横浜町,よこはままち,02,,02002,,
02407_initial,02407,上北町,かみきたまち,02,,02002,,2005-03-31
02408_20050331,02408,東北町,とうほくまち,02,,02002,2005-03-31,
02408_initial,02408,東北町,とうほくまち,02,,02002,,2005-03-31
02409_initial,02409,天間林村,てんまばやしむら,02,,02002,,2005-03-31
02410_initial,02410,下田町,しもだまち,02,,02002,,2006-03-01
02411_initial,02411,六ヶ所村,ろっかしょむら,02,,02002,,
02412_20060301,02412,おいらせ町,おいらせちょう,02,,02002,2006-03-01,
02421_initial,02421,川内町,かわうちまち,02,,02005,,2005-03-14
02422_initial,02422,大畑町,おおはたまち,02,,02005,,2005-03-14
02423_initial,02423,大間町,おおままち,02,,02005,,
02424_initial,02424,東通村,ひがしどおりむら,02,,02005,,
02425_initial,02425,風間浦村,かざまうらむら,02,,02005,,
02426_initial,02426,佐井村,さいむら,02,,02005,,
02427_initial,02427,脇野沢村,わきのさわむら,02,,02005,,2005-03-14
02441_initial,02441,三戸町,さんのへまち,02,,02004,,
02442_20040701,02442,五戸町,ごのへまち,02,,02004,2004-07-01,
02442_initial,02442,五戸町,ごのへまち,02,,02004,,2004-07-01
02443_initial,02443,田子町,たっこまち,02,,02004,,
02444_initial,02444,名川町,ながわまち,02,,02004,,2006-01-01
02445_20060101,02445,南部町,なんぶちょう,02,,02004,2006-01-01,
02445_initial,02445,南部町,なんぶちょう,02,,02004,,2006-01-01
02446_19800501,02446,階上町,はしかみちょう,02,,02004,1980-05-01,
02446_initial,02446,階上村,はしかみむら,02,,02004,,1980-05-01
02447_initial,02447,福地村,ふくちむら,02,,02004,,2006-01-01
02448_initial,02448,南郷村,なんごうむら,02,,02004,,2005-03-31
02449_initial,02449,倉石村,くらいしむら,02,,02004,,2004-07-01
02450_initial,02450,新郷村,しんごうむら,02,,02004,,
03201_19920401,03201,盛岡市,もりおかし,03,03002,,1992-04-01,2006-01-10
03201_20060110,03201,盛岡市,もりおかし,03,03002,,2006-01-10,
03201_initial,03201,盛岡市,もりおかし,03,03002,,,1992-04-01
03202_20050606,03202,宮古市,みやこし,03,03001,,2005-06-06,2010-01-01
03202_20100101,03202,宮古市,みやこし,03,03001,,2010-01-01,
03202_initial,03202,宮古市,みやこし,03,03001,,,2005-06-06
03203_20011115,03203,大船渡市,おおふなとし,03,03001,,2001-11-15,
03203_initial,03203,大船渡市,おおふなとし,03,03001,,,2001-11-15
03204_initial,03204,水沢市,みずさわし,03,,,,2006-02-20
03205_20060101,03205,花巻市,はなまきし,03,03004,,2006-01-01,
03205_initial,03205,花巻市,はなまきし,03,03004,,,2006-01-01
03206_19910401,03206,北上市,きたかみし,03,03004,,1991-04-01,
03206_initial,03206,北上市,きたかみし,03,03004,,,1991-04-01
03207_20060306,03207,久慈市,くじし,03,03003,,2006-03-06,
03207_initial,03207,久慈市,くじし,03,03003,,,2006-03-06
03208_20051001,03208,遠野市,とおのし,03,03004,,2005-10-01,
03208_initial,03208,遠野市,とおのし,03,03004,,,2005-10-01
03209_20050920,03209,一関市,いちのせきし,03,03004,,2005-09-20,2011-09-26
03209_20110926,03209,一関市,いちのせきし,03,03004,,2011-09-26,
03209_initial,03209,一関市,いちのせきし,03,03004,,,2005-09-20
03210_initial,03210,陸前高田市,りくぜんたかたし,03,03001,,,
03211_initial,03211,釜石市,かまいしし,03,03001,,,
03212_initial,03212,江刺市,えさしし,03,03004,,,2006-02-20
03213_19720401,03213,二戸市,にのへし,03,03003,,1972-04-01,2006-01-01
03213_20060101,03213,二戸市,にのへし,03,03003,,2006-01-01,
03214_20050901,03214,八幡平市,はちまんたいし,03,03002,,2005-09-01,
03215_20060220,03215,奥州市,おうしゅうし,03,03004,,2006-02-20,
03216_20140101,03216,滝沢市,たきざわし,03,03002,,2014-01-01,
03301_initial,03301,雫石町,しずくいしちょう,03,03002,03003,,
03302_initial,03302,葛巻町,くずまきまち,03,03002,03003,,
03303_initial,03303,岩手町,いわてまち,03,03002,03003,,
03304_initial,03304,西根町,にしねちょう,03,,03003,,2005-09-01
03305_initial,03305,滝沢村,たきざわむら,03,,03003,,2014-01-01
03306_initial,03306,松尾村,まつおむら,03,,03003,,2005-09-01
03307_initial,03307,玉山村,たまやまむら,03,,03003,,2006-01-10
03308_20020401,03308,安代町,あしろちょう,03,,03003,2002-04-01,2005-09-01
03321_initial,03321,紫波町,しわちょう,03,03002,03011,,
03322_initial,03322,矢巾町,やはばちょう,03,03002,03011,,
03323_initial,03323,都南村,となんむら,03,,03011,,1992-04-01
03341_initial,03341,大迫町,おおはさままち,03,,03008,,2006-01-01
03342_initial,03342,石鳥谷町,いしどりやちょう,03,,03008,,2006-01-01
03361_initial,03361,東和町,とうわちょう,03,,03005,,2006-01-01
03362_initial,03362,和賀町,わがちょう,03,,03005,,1991-04-01
03363_initial,03363,湯田町,ゆだまち,03,,03005,,2005-11-01
03364_initial,03364,江釣子村,えづりこむら,03,,03005,,1991-04-01
03365_initial,03365,沢内村,さわうちむら,03,,03005,,2005-11-01
03366_20051101,03366,西和賀町,にしわがまち,03,03004,03005,2005-11-01,
03381_initial,03381,金ケ崎町,かねがさきちょう,03,03004,03001,,
03382_initial,03382,前沢町,まえさわちょう,03,,03001,,2006-02-20
03383_initial,03383,胆沢町,いさわちょう,03,,03001,,2006-02-20
03384_initial,03384,衣川村,ころもがわむら,03,,03001,,2006-02-20
03401_initial,03401,花泉町,はないずみまち,03,,03010,,2005-09-20
03402_initial,03402,平泉町,ひらいずみちょう,03,03004,03010,,
03421_initial,03421,大東町,だいとうちょう,03,,03004,,2005-09-20
03422_initial,03422,藤沢町,ふじさわちょう,03,,03004,,2011-09-26
03423_initial,03423,千厩町,せんまやちょう,03,,03004,,2005-09-20
03424_initial,03424,東山町,ひがしやまちょう,03,,03004,,2005-09-20
03425_initial,03425,室根村,むろねむら,03,,03004,,2005-09-20
03426_initial,03426,川崎村,かわさきむら,03,,03004,,2005-09-20
03441_initial,03441,住田町,すみたちょう,03,03001,03007,,
03442_initial,03442,三陸町,さんりくちょう,03,,03007,,2001-11-15
03461_initial,03461,大槌町,おおつちちょう,03,03001,03012,,
