id,municipality_id,city_code,subprefecture_code,county_code,valid_from,valid_to
10444_initial,M00949,10444,,10006,,
10445_initial,M00950,10445,,10006,,2005-10-01
10446_initial,M00951,10446,,10006,,2005-10-01
10447_initial,M00952,10447,,10006,,2005-10-01
10448_initial,M00953,10448,,10006,,
10449_20051001,M00954,10449,,10006,2005-10-01,
10461_initial,M00955,10461,,10010,,1986-10-01
10461_19861001,M00956,10461,,10010,1986-10-01,2005-01-01
10462_initial,M00957,10462,,10010,,2005-01-01
10463_initial,M00958,10463,,10010,,2005-01-01
10464_initial,M00959,10464,,10010,,
10481_initial,M00960,10481,,10003,,2005-03-28
10482_initial,M00961,10482,,10003,,2005-03-28
10483_initial,M00962,10483,,10003,,2005-03-28
10484_initial,M00963,10484,,10003,,1990-04-01
10484_19900401,M00964,10484,,10003,1990-04-01,2006-03-27
10501_initial,M00965,10501,,10007,,2006-03-27
10521_initial,M00966,10521,,10012,,
10522_initial,M00967,10522,,10012,,1998-10-01
10522_19981001,M00968,10522,,10012,1998-10-01,
10523_initial,M00969,10523,,10012,,1982-04-01
10523_19820401,M00970,10523,,10012,1982-04-01,
10524_initial,M00971,10524,,10012,,
10525_initial,M00972,10525,,10012,,
11201_initial,M00973,11201,,,,
11202_initial,M00974,11202,,,,2005-10-01
11202_20051001,M00974,11202,,,2005-10-01,2007-02-13
11202_20070213,M00974,11202,,,2007-02-13,
11203_initial,M00975,11203,,,,2011-10-11
11203_20111011,M00975,11203,,,2011-10-11,
11204_initial,M00976,11204,,,,2001-05-01
11205_initial,M00977,11205,,,,2001-05-01
11206_initial,M00978,11206,,,,2006-01-01
11206_20060101,M00978,11206,,,2006-01-01,
11207_initial,M00979,11207,,,,2005-04-01
11207_20050401,M00979,11207,,,2005-04-01,
11208_initial,M00980,11208,,,,
11209_initial,M00981,11209,,,,2005-01-01
11209_20050101,M00981,11209,,,2005-01-01,
11210_initial,M00982,11210,,,,2010-03-23
11210_20100323,M00982,11210,,,2010-03-23,
11211_initial,M00983,11211,,,,2006-01-10
11211_20060110,M00983,11211,,,2006-01-10,
11212_initial,M00984,11212,,,,
11213_initial,M00985,11213,,,,2005-04-01
11214_initial,M00986,11214,,,,2005-10-01
11214_20051001,M00986,11214,,,2005-10-01,
11215_initial,M00987,11215,,,,
11216_initial,M00988,11216,,,,
11217_initial,M00989,11217,,,,2005-10-01
11217_20051001,M00989,11217,,,2005-10-01,
11218_initial,M00990,11218,,,,1973-04-01
11218_19730401,M00990,11218,,,1973-04-01,2006-01-01
11218_20060101,M00990,11218,,,2006-01-01,
11219_initial,M00991,11219,,,,
11220_initial,M00992,11220,,,,2001-05-01
11221_initial,M00993,11221,,,,
11222_initial,M00994,11222,,,,
11223_initial,M00995,11223,,,,
11224_initial,M00996,11224,,,,
11225_initial,M00997,11225,,,,
11226_initial,M00998,11226,,,,2011-10-11
11227_initial,M00999,11227,,,,
11228_19701026,M01000,11228,,,1970-10-26,
11229_19701031,M01001,11229,,,1970-10-31,
11230_19701101,M01002,11230,,,1970-11-01,
11231_19701103,M01003,11231,,,1970-11-03,
11232_19711001,M01004,11232,,,1971-10-01,2010-03-23
11232_20100323,M01004,11232,,,2010-03-23,
11233_19711103,M01005,11233,,,1971-11-03,
11234_19720115,M01006,11234,,,1972-01-15,
11235_19720410,M01007,11235,,,1972-04-10,
11236_19720410,M01008,11236,,,1972-04-10,2005-10-01
11237_19720503,M01009,11237,,,1972-05-03,
11238_19721001,M01010,11238,,,1972-10-01,2011-01-04
11238_20110104,M01010,11238,,,2011-01-04,
11239_19760901,M01011,11239,,,1976-09-01,
11240_19861001,M01012,11240,,,1986-10-01,
11241_19910901,M01013,11241,,,1991-09-01,
11242_19911001,M01014,11242,,,1991-10-01,
11243_19960401,M01015,11243,,,1996-04-01,
11244_20010501,M01016,11244,,,2001-05-01,
11245_20051001,M01017,11245,,,2005-10-01,
11246_20121001,M01018,11246,,,2012-10-01,
11301_initial,M01019,11301,,11003,,1970-11-01
11301_19701101,M01020,11301,,11003,1970-11-01,
11302_initial,M01021,11302,,11003,,1970-11-03
11303_initial,M01022,11303,,11003,,1971-11-03
11304_initial,M01023,11304,,11003,,2005-10-01
11305_initial,M01024,11305,,11003,,1970-10-26
11306_initial,M01025,11306,,11003,,1970-11-01
11307_initial,M01026,11307,,11003,,1970-10-31
11321_initial,M01027,11321,,11002,,1972-04-10
11322_initial,M01028,11322,,11002,,2005-10-01
11323_initial,M01029,11323,,11002,,1972-04-10
11324_initial,M01030,11324,,11002,,1970-11-03
11324_19701103,M01031,11324,,11002,1970-11-03,
11325_initial,M01032,11325,,11002,,1976-09-01
11326_initial,M01033,11326,,11002,,
11327_initial,M01034,11327,,11002,,
11328_initial,M01035,11328,,11002,,1991-09-01
11329_initial,M01036,11329,,11002,,1991-10-01
11330_initial,M01037,11330,,11002,,2005-01-01
11341_initial,M01038,11341,,11007,,1984-11-03
11341_19841103,M01039,11341,,11007,1984-11-03,
11342_initial,M01040,11342,,11007,,
11343_initial,M01041,11343,,11007,,
11344_initial,M01042,11344,,11007,,2006-02-01
11345_initial,M01043,11345,,11007,,2006-02-01
11346_initial,M01044,11346,,11007,,1972-11-03
11346_19721103,M01045,11346,,11007,1972-11-03,
11347_initial,M01046,11347,,11007,,1972-11-03
11347_19721103,M01047,11347,,11007,1972-11-03,
11348_initial,M01048,11348,,11007,,1982-04-01
11348_19820401,M01049,11348,,11007,1982-04-01,
11349_20060201,M01050,11349,,11007,2006-02-01,
11361_initial,M01051,11361,,11004,,1984-10-01
11361_19841001,M01052,11361,,11004,1984-10-01,
11362_initial,M01053,11362,,11004,,
11363_initial,M01054,11363,,11004,,1972-11-01
11363_19721101,M01055,11363,,11004,1972-11-01,
11364_initial,M01056,11364,,11004,,2005-04-01
11365_initial,M01057,11365,,11004,,2005-10-01
11365_20051001,M01057,11365,,11004,2005-10-01,
11366_initial,M01058,11366,,11004,,2005-10-01
11367_initial,M01059,11367,,11004,,2005-04-01
11368_initial,M01060,11368,,11004,,2005-04-01
11369_initial,M01061,11369,,11004,,
11381_initial,M01062,11381,,11009,,1984-10-01
11381_19841001,M01063,11381,,11009,1984-10-01,
11382_initial,M01064,11382,,11009,,2006-01-10
11383_initial,M01065,11383,,11009,,1987-10-01
11383_19871001,M01066,11383,,11009,1987-10-01,2006-01-01
11383_20060101,M01066,11383,,11009,2006-01-01,
11384_initial,M01067,11384,,11009,,2006-01-01
11385_initial,M01068,11385,,11009,,1971-11-03
11385_19711103,M01069,11385,,11009,1971-11-03,
11401_initial,M01070,11401,,11010,,2002-04-01
11401_20020401,M01071,11401,,11010,2002-04-01,2005-10-01
11402_initial,M01072,11402,,11010,,1985-11-01
11402_19851101,M01073,11402,,11010,1985-11-01,2007-02-13
11403_initial,M01074,11403,,11010,,2005-10-01
11404_initial,M01075,11404,,11010,,1973-04-01
11405_initial,M01076,11405,,11010,,2006-01-01
11406_initial,M01077,11406,,11010,,1977-02-11
11406_19770211,M01078,11406,,11010,1977-02-11,2006-01-01
11407_initial,M01079,11407,,11010,,1983-06-01
11407_19830601,M01080,11407,,11010,1983-06-01,2006-01-01
11408_initial,M01081,11408,,11010,,
11421_initial,M01082,11421,,11005,,2010-03-23
11422_initial,M01083,11422,,11005,,2006-01-01
11423_initial,M01084,11423,,11005,,2001-05-01
11423_20010501,M01085,11423,,11005,2001-05-01,2005-10-01
11424_initial,M01086,11424,,11005,,1971-04-01
11424_19710401,M01087,11424,,11005,1971-04-01,2010-03-23
11425_initial,M01088,11425,,11005,,1971-01-01
11425_19710101,M01089,11425,,11005,1971-01-01,2010-03-23
11441_initial,M01090,11441,,11008,,1972-01-15
11442_initial,M01091,11442,,11008,,
11443_initial,M01092,11443,,11008,,1971-10-01
11444_initial,M01093,11444,,11008,,1972-10-01
11445_initial,M01094,11445,,11008,,2012-10-01
11446_initial,M01095,11446,,11008,,2010-03-23
11461_initial,M01096,11461,,11006,,2010-03-23
11462_initial,M01097,11462,,11006,,2010-03-23
11463_initial,M01098,11463,,11006,,1986-10-01
11464_initial,M01099,11464,,11006,,
11465_initial,M01100,11465,,11006,,
11466_initial,M01101,11466,,11006,,1996-04-01
11467_initial,M01102,11467,,11006,,1972-05-03
11468_initial,M01103,11468,,11006,,2005-10-01
12201_initial,M01104,12201,,,,
12202_initial,M01105,12202,,,,
12203_initial,M01106,12203,,,,
12204_initial,M01107,12204,,,,
12205_initial,M01108,12205,,,,
12206_initial,M01109,12206,,,,1971-09-10
12206_19710910,M01109,12206,,,1971-09-10,
12207_initial,M01110,12207,,,,
12208_initial,M01111,12208,,,,2003-06-06
12208_20030606,M01111,12208,,,2003-06-06,
12209_initial,M01112,12209,,,,2006-03-27
12210_initial,M01113,12210,,,,1972-05-01
12210_19720501,M01113,12210,,,1972-05-01,
12211_initial,M01114,12211,,,,2006-03-27
12211_20060327,M01114,12211,,,2006-03-27,
12212_initial,M01115,12212,,,,
12213_initial,M01116,12213,,,,
12214_initial,M01117,12214,,,,2006-01-23
12215_initial,M01118,12215,,,,2005-07-01
12215_20050701,M01118,12215,,,2005-07-01,
12216_initial,M01119,12216,,,,
12217_initial,M01120,12217,,,,2005-03-28
12217_20050328,M01120,12217,,,2005-03-28,
12218_initial,M01121,12218,,,,
12219_initial,M01122,12219,,,,
12220_initial,M01123,12220,,,,
12221_initial,M01124,12221,,,,
12222_19700701,M01125,12222,,,1970-07-01,
12223_19710331,M01126,12223,,,1971-03-31,2005-02-11
12223_20050211,M01126,12223,,,2005-02-11,
12224_19710901,M01127,12224,,,1971-09-01,
12225_19710901,M01128,12225,,,1971-09-01,
12226_19710901,M01129,12226,,,1971-09-01,
12227_19810401,M01130,12227,,,1981-04-01,
12228_19810401,M01131,12228,,,1981-04-01,
12229_19910401,M01132,12229,,,1991-04-01,
12230_19920401,M01133,12230,,,1992-04-01,
12231_19960401,M01134,12231,,,1996-04-01,2010-03-23
12231_20100323,M01134,12231,,,2010-03-23,
12232_20010401,M01135,12232,,,2001-04-01,
12233_20020401,M01136,12233,,,2002-04-01,
12234_20060320,M01137,12234,,,2006-03-20,
12235_20060123,M01138,12235,,,2006-01-23,
12236_20060327,M01139,12236,,,2006-03-27,
12237_20060327,M01140,12237,,,2006-03-27,
12238_20051205,M01141,12238,,,2005-12-05,
12239_20130101,M01142,12239,,,2013-01-01,
12301_initial,M01143,12301,,12007,,1981-04-01
12302_initial,M01144,12302,,12007,,1971-09-01
12303_initial,M01145,12303,,12007,,2003-06-06
12304_initial,M01146,12304,,12007,,1970-07-01
12305_initial,M01147,12305,,12007,,2005-03-28
12321_initial,M01148,12321,,12001,,1981-04-01
12322_initial,M01149,12322,,12001,,
12323_initial,M01150,12323,,12001,,1992-04-01
12324_initial,M01151,12324,,12001,,1985-04-01
12324_19850401,M01152,12324,,12001,1985-04-01,2002-04-01
12325_initial,M01153,12325,,12001,,2010-03-23
12326_initial,M01154,12326,,12001,,2001-04-01
12327_initial,M01155,12327,,12001,,1996-04-01
12328_initial,M01156,12328,,12001,,2010-03-23
12329_initial,M01157,12329,,12001,,
12341_initial,M01158,12341,,12009,,2006-03-27
12342_initial,M01159,12342,,12009,,
12343_initial,M01160,12343,,12009,,2006-03-27
12344_initial,M01161,12344,,12009,,2006-03-27
12345_initial,M01162,12345,,12009,,2006-03-27
12346_initial,M01163,12346,,12009,,2006-03-27
12347_initial,M01164,12347,,12009,,
12348_initial,M01165,12348,,12009,,2005-07-01
12349_initial,M01166,12349,,12009,,
12361_initial,M01167,12361,,12006,,2005-07-01
12362_initial,M01168,12362,,12006,,2005-07-01
12381_initial,M01169,12381,,12008,,2006-03-27
12382_initial,M01170,12382,,12008,,2006-01-23
12402_initial,M01171,12402,,12002,,2013-01-01
12403_initial,M01172,12403,,12002,,
12404_initial,M01173,12404,,12002,,2006-03-27
12405_initial,M01174,12405,,12002,,2006-03-27
12406_initial,M01175,12406,,12002,,2006-03-27
12407_initial,M01176,12407,,12002,,2006-03-27
12408_initial,M01177,12408,,12002,,2006-03-27
12409_initial,M01178,12409,,12002,,
12410_20060327,M01179,12410,,12002,2006-03-27,
12421_initial,M01180,12421,,12004,,
12422_initial,M01181,12422,,12004,,1983-04-01
12422_19830401,M01182,12422,,12004,1983-04-01,
12423_initial,M01183,12423,,12004,,
12424_initial,M01184,12424,,12004,,
12425_initial,M01185,12425,,12004,,1972-05-01
12426_initial,M01186,12426,,12004,,
12427_initial,M01187,12427,,12004,,
12441_initial,M01188,12441,,12011,,
12442_initial,M01189,12442,,12011,,2005-12-05
12443_initial,M01190,12443,,12011,,
12444_initial,M01191,12444,,12011,,2005-12-05
12445_initial,M01192,12445,,12011,,2005-12-05
12461_initial,M01193,12461,,12003,,2006-03-20
12462_initial,M01194,12462,,12003,,2006-03-20
12463_initial,M01195,12463,,12003,,
12464_initial,M01196,12464,,12003,,2006-03-20
12465_initial,M01197,12465,,12003,,2006-03-20
12466_initial,M01198,12466,,12003,,2006-03-20
12467_initial,M01199,12467,,12003,,2006-03-20
12468_initial,M01200,12468,,12003,,2006-03-20
12469_initial,M01201,12469,,12003,,1971-03-31
12470_initial,M01202,12470,,12003,,1971-03-31
12471_initial,M01203,12471,,12003,,1971-03-31
12472_initial,M01204,12472,,12003,,2005-02-11
12481_initial,M01205,12481,,12005,,1971-11-03
12481_19711103,M01205,12481,,12005,1971-11-03,1991-04-01
12482_initial,M01206,12482,,12005,,1971-11-03
12483_initial,M01207,12483,,12005,,1971-09-10
12484_initial,M01208,12484,,12005,,1970-09-28
12485_initial,M01209,12485,,12005,,1970-09-28
12486_initial,M01210,12486,,12005,,1970-09-28
12486_19700928,M01210,12486,,12005,1970-09-28,1971-09-01
12487_initial,M01211,12487,,12005,,1970-09-28
12488_initial,M01212,12488,,12005,,1970-09-28
12489_initial,M01213,12489,,12005,,1971-04-25
12489_19710425,M01213,12489,,12005,1971-04-25,1971-09-01
12490_initial,M01214,12490,,12005,,1971-04-25
12491_initial,M01215,12491,,12005,,1971-04-25
131016_initial,M01216,131016,,,,
131024_initial,M01217,131024,,,,
131032_initial,M01218,131032,,,,
131041_initial,M01219,131041,,,,
131059_initial,M01220,131059,,,,
131067_initial,M01221,131067,,,,
131075_initial,M01222,131075,,,,
131083_initial,M01223,131083,,,,
131091_initial,M01224,131091,,,,
131105_initial,M01225,131105,,,,
131113_initial,M01226,131113,,,,
131121_initial,M01227,131121,,,,
131130_initial,M01228,131130,,,,
131148_initial,M01229,131148,,,,
131156_initial,M01230,131156,,,,
131164_initial,M01231,131164,,,,
131172_initial,M01232,131172,,,,
131181_initial,M01233,131181,,,,
131199_initial,M01234,131199,,,,
131202_initial,M01235,131202,,,,
131211_initial,M01236,131211,,,,
131229_initial,M01237,131229,,,,
131237_initial,M01238,131237,,,,
13201_initial,M01239,13201,,,,
13202_initial,M01240,13202,,,,
13203_initial,M01241,13203,,,,
13204_initial,M01242,13204,,,,
13205_initial,M01243,13205,,,,
13206_initial,M01244,13206,,,,
13207_initial,M01245,13207,,,,
13208_initial,M01246,13208,,,,
13209_initial,M01247,13209,,,,
13210_initial,M01248,13210,,,,
13211_initial,M01249,13211,,,,
13212_initial,M01250,13212,,,,
13213_initial,M01251,13213,,,,
13214_initial,M01252,13214,,,,
13215_initial,M01253,13215,,,,
13216_initial,M01254,13216,,,,2001-01-21
13217_initial,M01255,13217,,,,2001-01-21
13218_19700701,M01256,13218,,,1970-07-01,
13219_19701001,M01257,13219,,,1970-10-01,
13220_19701001,M01258,13220,,,1970-10-01,
13221_19701001,M01259,13221,,,1970-10-01,
13222_19701001,M01260,13222,,,1970-10-01,
13223_19701103,M01261,13223,,,1970-11-03,
13224_19711101,M01262,13224,,,1971-11-01,
13225_19711101,M01263,13225,,,1971-11-01,
13226_initial,M01264,13226,,,1972-05-05,1995-09-01
13227_19911101,M01265,13227,,,1991-11-01,
13228_19950901,M01266,13228,,,1995-09-01,
13229_20010121,M01267,13229,,,2001-01-21,
13301_initial,M01268,13301,,13002,,1970-07-01
13302_initial,M01269,13302,,13002,,1991-11-01
13303_initial,M01270,13303,,13002,,
13304_initial,M01271,13304,,13002,,1972-05-05
13305_initial,M01272,13305,,13002,,1974-06-01
13305_19740601,M01273,13305,,13002,1974-06-01,
13306_initial,M01274,13306,,13002,,1995-09-01
13307_initial,M01275,13307,,13002,,
13308_initial,M01276,13308,,13002,,
13321_initial,M01277,13321,,13003,,1971-11-01
13322_initial,M01278,13322,,13003,,1971-11-01
13341_initial,M01279,13341,,13001,,1970-10-01
13342_initial,M01280,13342,,13001,,1970-11-03
13343_initial,M01281,13343,,13001,,1970-10-01
13344_initial,M01282,13344,,13001,,1970-10-01
13345_initial,M01283,13345,,13001,,1970-10-01
13361_initial,M01284,13361,13003,,,
13362_initial,M01285,13362,13003,,,
13363_initial,M01286,13363,13003,13004,,1992-04-01
13363_19920401,M01287,13363,13003,13004,1992-04-01,
13364_initial,M01288,13364,13003,,,
13381_initial,M01289,13381,13001,,,
13382_initial,M01290,13382,13001,,,
13401_initial,M01291,13401,13002,,,
13402_initial,M01292,13402,13002,,,
13421_initial,M01293,13421,13004,,,
14100_initial,M01294,14100,,,,
14201_initial,M01295,14201,,,,
14202_initial,M01296,14202,,,,
14203_initial,M01297,14203,,,,
14204_initial,M01298,14204,,,,
14205_initial,M01299,14205,,,,
14206_initial,M01300,14206,,,,1971-04-01
14206_19710401,M01300,14206,,,1971-04-01,
14207_initial,M01301,14207,,,,
14208_initial,M01302,14208,,,,
14209_initial,M01303,14209,,,,2006-03-20
14209_20060320,M01303,14209,,,2006-03-20,2007-03-11
14209_20070311,M01303,14209,,,2007-03-11,
14210_initial,M01304,14210,,,,
14211_initial,M01305,14211,,,,
14212_initial,M01306,14212,,,,
14213_initial,M01307,14213,,,,
14214_19710301,M01308,14214,,,1971-03-01,
14215_19711101,M01309,14215,,,1971-11-01,
14216_19711101,M01310,14216,,,1971-11-01,
14217_19720401,M01311,14217,,,1972-04-01,
14218_19781101,M01312,14218,,,1978-11-01,
14301_initial,M01313,14301,,14009,,
14321_initial,M01314,14321,,14005,,
14322_initial,M01315,14322,,14005,,1971-11-01
14323_initial,M01316,14323,,14005,,1971-11-01
14324_initial,M01317,14324,,14005,,1978-11-01
14341_initial,M01318,14341,,14008,,
14342_initial,M01319,14342,,14008,,
14343_initial,M01320,14343,,14008,,1971-03-01
14361_initial,M01321,14361,,14004,,
14362_initial,M01322,14362,,14004,,
14363_initial,M01323,14363,,14004,,
14364_initial,M01324,14364,,14004,,
14365_initial,M01325,14365,,14004,,1972-04-01
14366_initial,M01326,14366,,14004,,
14381_initial,M01327,14381,,14001,,1971-04-01
14382_initial,M01328,14382,,14001,,
14383_initial,M01329,14383,,14001,,
14384_initial,M01330,14384,,14001,,
14401_initial,M01331,14401,,14010,,
14402_initial,M01332,14402,,14010,,
14421_initial,M01333,14421,,14006,,2007-03-11
14422_initial,M01334,14422,,14006,,2006-03-20
14423_initial,M01335,14423,,14006,,2006-03-20
14424_initial,M01336,14424,,14006,,2007-03-11
15201_initial,M01337,15201,,,,2001-01-01
15201_20010101,M01337,15201,,,2001-01-01,2005-03-21
15201_20050321,M01337,15201,,,2005-03-21,2005-10-10
15201_20051010,M01337,15201,,,2005-10-10,
15202_initial,M01338,15202,,,,2005-04-01
15202_20050401,M01338,15202,,,2005-04-01,2006-01-01
15202_20060101,M01338,15202,,,2006-01-01,2010-03-31
15202_20100331,M01338,15202,,,2010-03-31,
15203_initial,M01339,15203,,,,1971-04-29
15204_initial,M01340,15204,,,,2005-05-01
15204_20050501,M01340,15204,,,2005-05-01,
15205_initial,M01341,15205,,,,1971-05-01
15205_19710501,M01341,15205,,,1971-05-01,2005-05-01
15205_20050501,M01341,15205,,,2005-05-01,
15206_initial,M01342,15206,,,,2003-07-07
15206_20030707,M01342,15206,,,2003-07-07,2005-05-01
15206_20050501,M01342,15206,,,2005-05-01,
15207_initial,M01343,15207,,,,2005-03-21
15208_initial,M01344,15208,,,,
15209_initial,M01345,15209,,,,
15210_initial,M01346,15210,,,,2005-04-01
15210_20050401,M01346,15210,,,2005-04-01,
15211_initial,M01347,15211,,,,
15212_initial,M01348,15212,,,,2008-04-01
15212_20080401,M01348,15212,,,2008-04-01,
15213_initial,M01349,15213,,,,2006-03-20
15213_20060320,M01349,15213,,,2006-03-20,
15214_initial,M01350,15214,,,,1971-04-29
15215_initial,M01351,15215,,,,2006-01-01
15216_initial,M01352,15216,,,,2005-03-19
15216_20050319,M01352,15216,,,2005-03-19,
15217_20050401,M01353,15217,,,2005-04-01,
15217_initial,M01354,15217,,,,2005-04-01
15218_initial,M01355,15218,,,,2006-01-01
15218_20060101,M01355,15218,,,2006-01-01,
15219_initial,M01356,15219,,,,2004-03-01
15220_initial,M01357,15220,,,,2005-03-21
15221_19701101,M01358,15221,,,1970-11-01,2005-03-21
15222_19710429,M01359,15222,,,1971-04-29,2005-01-01
15222_20050101,M01359,15222,,,2005-01-01,
15223_20040401,M01360,15223,,,2004-04-01,
15224_20040301,M01361,15224,,,2004-03-01,
15225_20041101,M01362,15225,,,2004-11-01,
15226_20041101,M01363,15226,,,2004-11-01,2005-10-01
15226_20051001,M01363,15226,,,2005-10-01,
15227_20050901,M01364,15227,,,2005-09-01,
15301_initial,M01365,15301,,15005,,2004-04-01
15302_initial,M01366,15302,,15005,,2004-04-01
15303_initial,M01367,15303,,15005,,2004-04-01
15304_initial,M01368,15304,,15005,,2004-04-01
15305_initial,M01369,15305,,15005,,1970-11-01
15306_initial,M01370,15306,,15005,,1973-11-01
15306_19731101,M01371,15306,,15005,1973-11-01,2003-07-07
15307_initial,M01372,15307,,15005,,1977-08-01
15307_19770801,M01373,15307,,15005,1977-08-01,
15308_initial,M01374,15308,,15005,,2005-05-01
15309_initial,M01375,15309,,15005,,2005-05-01
15310_initial,M01376,15310,,15005,,2005-09-01
15311_initial,M01377,15311,,15005,,2005-09-01
15321_initial,M01378,15321,,15004,,2005-03-21
15322_initial,M01379,15322,,15004,,2006-01-01
15323_initial,M01380,15323,,15004,,1996-11-01
15323_19961101,M01381,15323,,15004,1996-11-01,2005-03-21
15324_initial,M01382,15324,,15004,,2005-03-21
15341_initial,M01383,15341,,15009,,2005-03-21
15342_initial,M01384,15342,,15009,,
15343_initial,M01385,15343,,15009,,2006-03-20
15344_initial,M01386,15344,,15009,,2006-03-20
15345_initial,M01387,15345,,15009,,2005-10-10
15346_initial,M01388,15346,,15009,,2005-03-21
15347_initial,M01389,15347,,15009,,1973-02-01
15347_19730201,M01390,15347,,15009,1973-02-01,2001-01-01
15348_initial,M01391,15348,,15009,,2005-03-21
15349_initial,M01392,15349,,15009,,2005-03-21
15350_initial,M01393,15350,,15009,,2005-03-21
15351_initial,M01394,15351,,15009,,2005-03-21
15361_initial,M01395,15361,,15015,,1973-08-01
15361_19730801,M01396,15361,,15015,1973-08-01,
15362_initial,M01397,15362,,15015,,2005-05-01
15363_initial,M01398,15363,,15015,,1981-10-01
15363_19811001,M01399,15363,,15015,1981-10-01,2005-05-01
15364_initial,M01400,15364,,15015,,1986-10-01
15364_19861001,M01401,15364,,15015,1986-10-01,2005-04-01
15381_initial,M01402,15381,,15014,,2005-04-01
15382_initial,M01403,15382,,15014,,2005-04-01
15383_initial,M01404,15383,,15014,,2005-04-01
15384_initial,M01405,15384,,15014,,2005-04-01
15385_20050401,M01406,15385,,15014,2005-04-01,
15401_initial,M01407,15401,,15007,,2005-04-01
15402_initial,M01408,15402,,15007,,2005-04-01
15403_initial,M01409,15403,,15007,,2006-01-01
15404_initial,M01410,15404,,15007,,2006-01-01
15405_initial,M01411,15405,,15007,,
15406_initial,M01412,15406,,15007,,2006-01-01
15421_initial,M01413,15421,,15017,,2005-04-01
15441_initial,M01414,15441,,15001,,2010-03-31
15442_initial,M01415,15442,,15001,,2004-11-01
15443_initial,M01416,15443,,15001,,2004-11-01
15444_initial,M01417,15444,,15001,,2004-11-01
15445_initial,M01418,15445,,15001,,2004-11-01
15446_initial,M01419,15446,,15001,,2004-11-01
15447_initial,M01420,15447,,15001,,2004-11-01
15461_initial,M01421,15461,,15013,,
15462_initial,M01422,15462,,15013,,2005-10-01
15463_initial,M01423,15463,,15013,,2004-11-01
15464_initial,M01424,15464,,15013,,2004-11-01
15481_initial,M01425,15481,,15010,,2005-04-01
15482_initial,M01426,15482,,15010,,
15483_initial,M01427,15483,,15010,,2005-04-01
15501_initial,M01428,15501,,15011,,2005-05-01
15502_initial,M01429,15502,,15011,,2005-04-01
15503_initial,M01430,15503,,15011,,1971-05-01
15504_initial,M01431,15504,,15011,,
15505_initial,M01432,15505,,15011,,2005-05-01
15521_initial,M01433,15521,,15002,,2005-01-01
15522_initial,M01434,15522,,15002,,2005-01-01
15523_initial,M01435,15523,,15002,,2005-04-01
15524_initial,M01436,15524,,15002,,2005-04-01
15525_initial,M01437,15525,,15002,,2005-01-01
15526_initial,M01438,15526,,15002,,2005-01-01
15541_initial,M01439,15541,,15008,,2005-01-01
15542_initial,M01440,15542,,15008,,2005-01-01
15543_initial,M01441,15543,,15008,,2005-01-01
15544_initial,M01442,15544,,15008,,2005-01-01
15545_initial,M01443,15545,,15008,,2005-04-01
15546_initial,M01444,15546,,15008,,2005-01-01
15547_initial,M01445,15547,,15008,,2005-04-01
15548_initial,M01446,15548,,15008,,2005-01-01
15549_initial,M01447,15549,,15008,,2005-01-01
15550_initial,M01448,15550,,15008,,2005-01-01
15561_initial,M01449,15561,,15006,,2005-01-01
15562_initial,M01450,15562,,15006,,2005-03-19
15563_initial,M01451,15563,,15006,,2005-03-19
15581_initial,M01452,15581,,15016,,
15582_initial,M01453,15582,,15016,,2008-04-01
15583_initial,M01454,15583,,15016,,2008-04-01
15584_initial,M01455,15584,,15016,,2008-04-01
15585_initial,M01456,15585,,15016,,2008-04-01
15586_initial,M01457,15586,,15016,,
15601_initial,M01458,15601,,15003,,2004-03-01
15602_initial,M01459,15602,,15003,,2004-03-01
15603_initial,M01460,15603,,15003,,2004-03-01
15604_initial,M01461,15604,,15003,,2004-03-01
15605_initial,M01462,15605,,15003,,2004-03-01
15606_initial,M01463,15606,,15003,,2004-03-01
15607_initial,M01464,15607,,15003,,2004-03-01
15608_initial,M01465,15608,,15003,,2004-03-01
15609_initial,M01466,15609,,15003,,2004-03-01
16201_initial,M01467,16201,,,,2005-04-01
16201_20050401,M01467,16201,,,2005-04-01,
16202_initial,M01468,16202,,,,2005-11-01
16202_20051101,M01468,16202,,,2005-11-01,
16203_initial,M01469,16203,,,,2005-11-01
16204_initial,M01470,16204,,,,
16205_initial,M01471,16205,,,,
16206_initial,M01472,16206,,,,
16207_initial,M01473,16207,,,,2006-03-31
16207_20060331,M01473,16207,,,2006-03-31,
16208_initial,M01474,16208,,,,2004-11-01
16208_20041101,M01474,16208,,,2004-11-01,
16209_initial,M01475,16209,,,,
16210_20041101,M01476,16210,,,2004-11-01,
16211_20051101,M01477,16211,,,2005-11-01,
16301_initial,M01478,16301,,16005,,2005-04-01
16302_initial,M01479,16302,,16005,,2005-04-01
16321_initial,M01480,16321,,16007,,
16322_initial,M01481,16322,,16007,,
16323_initial,M01482,16323,,16007,,
16341_initial,M01483,16341,,16006,,2006-03-31
16342_initial,M01484,16342,,16006,,
16343_initial,M01485,16343,,16006,,
16361_initial,M01486,16361,,16004,,2005-04-01
16362_initial,M01487,16362,,16004,,2005-04-01
16363_initial,M01488,16363,,16004,,2005-04-01
16364_initial,M01489,16364,,16004,,2005-04-01
16381_initial,M01490,16381,,16003,,2005-11-01
16382_initial,M01491,16382,,16003,,2005-11-01
16383_initial,M01492,16383,,16003,,2005-11-01
16384_initial,M01493,16384,,16003,,2005-11-01
16401_initial,M01494,16401,,16002,,2004-11-01
