id,municipality_id,city_code,subprefecture_code,county_code,valid_from,valid_to
22442_initial,M01984,22442,,22001,,2005-04-01
22443_initial,M01985,22443,,22001,,1973-04-01
22444_initial,M01986,22444,,22001,,2004-04-01
22445_initial,M01987,22445,,22001,,2005-01-17
22446_initial,M01988,22446,,22001,,2005-01-17
22447_19730401,M01989,22447,,22001,1973-04-01,2005-04-01
22461_initial,M01990,22461,,22013,,
22462_initial,M01991,22462,,22013,,2005-07-01
22481_initial,M01992,22481,,22003,,2005-04-01
22482_initial,M01993,22482,,22003,,2005-04-01
22483_initial,M01994,22483,,22003,,2005-04-01
22484_initial,M01995,22484,,22003,,1973-01-01
22484_19730101,M01996,22484,,22003,1973-01-01,2005-04-01
22485_initial,M01997,22485,,22003,,2005-04-01
22486_initial,M01998,22486,,22003,,2005-07-01
22487_initial,M01999,22487,,22003,,2005-07-01
22488_initial,M02000,22488,,22003,,2005-07-01
22501_initial,M02001,22501,,22004,,1991-05-01
22502_initial,M02002,22502,,22004,,2005-07-01
22503_initial,M02003,22503,,22004,,2010-03-23
22504_initial,M02004,22504,,22004,,1972-01-01
22505_initial,M02005,22505,,22004,,2005-07-01
22521_initial,M02006,22521,,22009,,2005-07-01
22522_initial,M02007,22522,,22009,,2005-07-01
22523_initial,M02008,22523,,22009,,2005-07-01
23100_initial,M02009,23100,,,,
23201_initial,M02010,23201,,,,
23202_initial,M02011,23202,,,,2006-01-01
23202_20060101,M02011,23202,,,2006-01-01,
23203_initial,M02012,23203,,,,2005-04-01
23203_20050401,M02012,23203,,,2005-04-01,
23204_initial,M02013,23204,,,,
23205_initial,M02014,23205,,,,
23206_initial,M02015,23206,,,,
23207_initial,M02016,23207,,,,2006-02-01
23207_20060201,M02016,23207,,,2006-02-01,2008-01-15
23207_20080115,M02016,23207,,,2008-01-15,2010-02-01
23207_20100201,M02016,23207,,,2010-02-01,
23208_initial,M02017,23208,,,,
23209_initial,M02018,23209,,,,
23210_initial,M02019,23210,,,,
23211_initial,M02020,23211,,,,2005-04-01
23211_20050401,M02020,23211,,,2005-04-01,
23212_initial,M02021,23212,,,,
23213_initial,M02022,23213,,,,2011-04-01
23213_20110401,M02022,23213,,,2011-04-01,
23214_initial,M02023,23214,,,,
23215_initial,M02024,23215,,,,
23216_initial,M02025,23216,,,,
23217_initial,M02026,23217,,,,
23218_initial,M02027,23218,,,,2005-04-01
23219_initial,M02028,23219,,,,
23220_initial,M02029,23220,,,,2005-04-01
23220_20050401,M02029,23220,,,2005-04-01,
23221_initial,M02030,23221,,,,2005-10-01
23221_20051001,M02030,23221,,,2005-10-01,
23222_initial,M02031,23222,,,,
23223_19700901,M02032,23223,,,1970-09-01,
23224_19700901,M02033,23224,,,1970-09-01,
23225_19701201,M02034,23225,,,1970-12-01,
23226_19701201,M02035,23226,,,1970-12-01,
23227_19701201,M02036,23227,,,1970-12-01,
23228_19711201,M02037,23228,,,1971-12-01,
23229_19720801,M02038,23229,,,1972-08-01,
23230_19941001,M02039,23230,,,1994-10-01,
23231_20030820,M02040,23231,,,2003-08-20,2005-10-01
23231_20051001,M02040,23231,,,2005-10-01,
23232_20050401,M02041,23232,,,2005-04-01,
23233_20050707,M02042,23233,,,2005-07-07,2009-10-01
23233_20091001,M02042,23233,,,2009-10-01,
23234_20060320,M02043,23234,,,2006-03-20,
23235_20060401,M02044,23235,,,2006-04-01,
23236_20100104,M02045,23236,,,2010-01-04,
23237_20100322,M02046,23237,,,2010-03-22,
23238_20120104,M02047,23238,,,2012-01-04,
23301_initial,M02048,23301,,23012,,1972-08-01
23302_initial,M02049,23302,,23012,,
23303_initial,M02050,23303,,23012,,1994-10-01
23304_initial,M02051,23304,,23012,,1971-04-01
23304_19710401,M02052,23304,,23012,1971-04-01,2012-01-04
23321_initial,M02053,23321,,23017,,1970-12-01
23341_initial,M02054,23341,,23005,,2005-07-07
23342_initial,M02055,23342,,23005,,1972-04-01
23342_19720401,M02056,23342,,23005,1972-04-01,
23343_initial,M02057,23343,,23005,,2006-03-20
23344_initial,M02058,23344,,23005,,2006-03-20
23345_initial,M02059,23345,,23005,,1990-04-01
23345_19900401,M02060,23345,,23005,1990-04-01,2009-10-01
23346_initial,M02061,23346,,23005,,2005-07-07
23347_initial,M02062,23347,,23005,,2005-07-07
23361_initial,M02063,23361,,23018,,
23362_initial,M02064,23362,,23018,,
23363_initial,M02065,23363,,23018,,1971-12-01
23381_initial,M02066,23381,,23016,,2005-04-01
23401_initial,M02067,23401,,23014,,2005-04-01
23402_initial,M02068,23402,,23014,,2005-04-01
23421_initial,M02069,23421,,23002,,2010-03-22
23422_initial,M02070,23422,,23002,,2010-03-22
23423_initial,M02071,23423,,23002,,2010-03-22
23424_initial,M02072,23424,,23002,,1975-04-01
23424_19750401,M02073,23424,,23002,1975-04-01,
23425_initial,M02074,23425,,23002,,
23426_initial,M02075,23426,,23002,,2006-04-01
23427_initial,M02076,23427,,23002,,
23428_initial,M02077,23428,,23002,,2006-04-01
23428_20060401,M02077,23428,,23002,2006-04-01,2006-04-01
23429_initial,M02078,23429,,23002,,2005-04-01
23430_initial,M02079,23430,,23002,,2005-04-01
23431_initial,M02080,23431,,23002,,2005-04-01
23432_initial,M02081,23432,,23002,,2005-04-01
23441_initial,M02082,23441,,23009,,
23442_initial,M02083,23442,,23009,,
23443_initial,M02084,23443,,23009,,1970-09-01
23444_initial,M02085,23444,,23009,,1970-09-01
23445_initial,M02086,23445,,23009,,
23446_initial,M02087,23446,,23009,,
23447_initial,M02088,23447,,23009,,
23461_initial,M02089,23461,,23003,,1970-12-01
23462_initial,M02090,23462,,23003,,1970-12-01
23481_initial,M02091,23481,,23015,,2011-04-01
23482_initial,M02092,23482,,23015,,2011-04-01
23483_initial,M02093,23483,,23015,,2011-04-01
23501_initial,M02094,23501,,23006,,
23502_initial,M02095,23502,,23006,,2006-01-01
23521_20100104,M02096,23521,,23010,2010-01-04,2010-01-04
23521_initial,M02097,23521,,23010,,2010-01-04
23522_initial,M02098,23522,,23010,,1978-04-01
23522_19780401,M02099,23522,,23010,1978-04-01,2005-04-01
23523_initial,M02100,23523,,23010,,2005-04-01
23541_initial,M02101,23541,,23011,,2005-04-01
23543_initial,M02102,23543,,23011,,2005-04-01
23544_initial,M02103,23544,,23011,,2005-04-01
23545_20031001,M02104,23545,,23011,2003-10-01,2005-04-01
23561_initial,M02105,23561,,23008,,2005-10-01
23561_20051001,M02105,23561,,23008,2005-10-01,
23562_initial,M02106,23562,,23008,,
23563_initial,M02107,23563,,23008,,2005-11-27
23563_20051127,M02107,23563,,23008,2005-11-27,
23564_initial,M02108,23564,,23008,,2005-11-27
23565_initial,M02109,23565,,23008,,2005-10-01
23566_initial,M02110,23566,,23008,,2003-10-01
23581_initial,M02111,23581,,23013,,2005-10-01
23582_initial,M02112,23582,,23013,,2005-10-01
23601_initial,M02113,23601,,23001,,2008-01-15
23602_initial,M02114,23602,,23001,,2006-02-01
23603_initial,M02115,23603,,23001,,2010-02-01
23604_initial,M02116,23604,,23001,,2008-01-15
23621_initial,M02117,23621,,23004,,2003-08-20
23621_20030820,M02117,23621,,23004,2003-08-20,2003-08-20
23622_initial,M02118,23622,,23004,,2003-08-20
23623_initial,M02119,23623,,23004,,2005-10-01
24201_initial,M02120,24201,,,,1973-02-01
24201_19730201,M02120,24201,,,1973-02-01,2006-01-01
24201_20060101,M02120,24201,,,2006-01-01,
24202_initial,M02121,24202,,,,2005-02-07
24202_20050207,M02121,24202,,,2005-02-07,
24203_initial,M02122,24203,,,,2005-11-01
24203_20051101,M02122,24203,,,2005-11-01,
24204_initial,M02123,24204,,,,2005-01-01
24204_20050101,M02123,24204,,,2005-01-01,
24205_initial,M02124,24205,,,,2004-12-06
24205_20041206,M02124,24205,,,2004-12-06,
24206_initial,M02125,24206,,,,2004-11-01
24207_initial,M02126,24207,,,,
24208_initial,M02127,24208,,,,
24209_initial,M02128,24209,,,,
24210_initial,M02129,24210,,,,2005-01-11
24210_20050111,M02129,24210,,,2005-01-11,
24211_initial,M02130,24211,,,,
24212_initial,M02131,24212,,,,2005-11-01
24212_20051101,M02131,24212,,,2005-11-01,
24213_19700801,M02132,24213,,,1970-08-01,2006-01-01
24214_20031201,M02133,24214,,,2003-12-01,
24215_20041001,M02134,24215,,,2004-10-01,
24216_20041101,M02135,24216,,,2004-11-01,
24301_initial,M02136,24301,,24005,,2004-12-06
24302_initial,M02137,24302,,24005,,2004-12-06
24303_initial,M02138,24303,,24005,,1989-05-01
24303_19890501,M02139,24303,,24005,1989-05-01,
24321_initial,M02140,24321,,24003,,2003-12-01
24322_initial,M02141,24322,,24003,,2003-12-01
24323_initial,M02142,24323,,24003,,2003-12-01
24324_initial,M02143,24324,,24003,,
24325_initial,M02144,24325,,24003,,2003-12-01
24341_initial,M02145,24341,,24014,,
24342_initial,M02146,24342,,24014,,2005-02-07
24343_initial,M02147,24343,,24014,,
24344_initial,M02148,24344,,24014,,
24361_initial,M02149,24361,,24012,,2005-01-11
24381_initial,M02150,24381,,24006,,2006-01-01
24382_initial,M02151,24382,,24006,,2006-01-01
24383_initial,M02152,24383,,24006,,2006-01-01
24384_initial,M02153,24384,,24006,,1977-01-15
24384_19770115,M02154,24384,,24006,1977-01-15,2006-01-01
24385_initial,M02155,24385,,24006,,1973-02-01
24401_initial,M02156,24401,,24001,,1970-08-01
24402_initial,M02157,24402,,24001,,2006-01-01
24403_initial,M02158,24403,,24001,,2006-01-01
24404_initial,M02159,24404,,24001,,2006-01-01
24405_initial,M02160,24405,,24001,,2005-01-01
24406_initial,M02161,24406,,24001,,2006-01-01
24407_initial,M02162,24407,,24001,,1986-04-01
24407_19860401,M02163,24407,,24001,1986-04-01,2005-01-01
24421_initial,M02164,24421,,24011,,2005-01-01
24422_initial,M02165,24422,,24011,,2005-01-01
24441_initial,M02166,24441,,24009,,2006-01-01
24441_20060101,M02166,24441,,24009,2006-01-01,
24442_initial,M02167,24442,,24009,,
24443_initial,M02168,24443,,24009,,2006-01-10
24443_20060110,M02168,24443,,24009,2006-01-10,
24444_initial,M02169,24444,,24009,,2006-01-01
24445_initial,M02170,24445,,24009,,2006-01-10
24461_initial,M02171,24461,,24002,,
24462_initial,M02172,24462,,24002,,2005-11-01
24463_initial,M02173,24463,,24002,,2005-11-01
24464_initial,M02174,24464,,24002,,2005-10-01
24465_initial,M02175,24465,,24002,,2005-10-01
24466_initial,M02176,24466,,24002,,2005-02-14
24467_initial,M02177,24467,,24002,,2005-02-14
24468_initial,M02178,24468,,24002,,2005-11-01
24469_initial,M02179,24469,,24002,,2005-02-14
24470_initial,M02180,24470,,24002,,
24471_20050214,M02181,24471,,24002,2005-02-14,
24472_20051001,M02182,24472,,24002,2005-10-01,
24481_initial,M02183,24481,,24008,,2004-11-01
24482_initial,M02184,24482,,24008,,2004-11-01
24483_initial,M02185,24483,,24008,,2004-11-01
24484_initial,M02186,24484,,24008,,2004-11-01
24501_initial,M02187,24501,,24010,,2004-11-01
24521_initial,M02188,24521,,24004,,2004-10-01
24522_initial,M02189,24522,,24004,,2004-10-01
24523_initial,M02190,24523,,24004,,2004-10-01
24524_initial,M02191,24524,,24004,,2004-10-01
24525_initial,M02192,24525,,24004,,2004-10-01
24541_19700801,M02193,24541,,24007,1970-08-01,2005-10-11
24541_initial,M02194,24541,,24007,,1970-08-01
24542_initial,M02195,24542,,24007,,2005-10-11
24543_20051011,M02196,24543,,24007,2005-10-11,
24561_initial,M02197,24561,,24013,,
24562_initial,M02198,24562,,24013,,2006-01-10
24562_20060110,M02198,24562,,24013,2006-01-10,
24563_initial,M02199,24563,,24013,,2005-11-01
24564_initial,M02200,24564,,24013,,2006-01-10
25201_initial,M02201,25201,,,,2006-03-20
25201_20060320,M02201,25201,,,2006-03-20,
25202_initial,M02202,25202,,,,
25203_initial,M02203,25203,,,,2006-02-13
25203_20060213,M02203,25203,,,2006-02-13,2010-01-01
25203_20100101,M02203,25203,,,2010-01-01,
25204_initial,M02204,25204,,,,2010-03-21
25204_20100321,M02204,25204,,,2010-03-21,
25205_initial,M02205,25205,,,,2005-02-11
25206_initial,M02206,25206,,,,
25207_19700701,M02207,25207,,,1970-07-01,
25208_20011001,M02208,25208,,,2001-10-01,
25209_20041001,M02209,25209,,,2004-10-01,
25210_20041001,M02210,25210,,,2004-10-01,
25211_20041001,M02211,25211,,,2004-10-01,
25212_20050101,M02212,25212,,,2005-01-01,
25213_20050211,M02213,25213,,,2005-02-11,2006-01-01
25213_20060101,M02213,25213,,,2006-01-01,
25214_20050214,M02214,25214,,,2005-02-14,2005-10-01
25214_20051001,M02214,25214,,,2005-10-01,
25301_initial,M02215,25301,,25008,,2006-03-20
25321_initial,M02216,25321,,25010,,2001-10-01
25341_initial,M02217,25341,,25004,,1970-07-01
25342_initial,M02218,25342,,25004,,2004-10-01
25343_initial,M02219,25343,,25004,,2004-10-01
25361_initial,M02220,25361,,25005,,2004-10-01
25362_initial,M02221,25362,,25005,,2004-10-01
25363_initial,M02222,25363,,25005,,2004-10-01
25364_initial,M02223,25364,,25005,,2004-10-01
25365_initial,M02224,25365,,25005,,2004-10-01
25366_initial,M02225,25366,,25005,,2004-10-01
25367_initial,M02226,25367,,25005,,2004-10-01
25381_initial,M02227,25381,,25009,,2010-03-21
25382_initial,M02228,25382,,25009,,2006-01-01
25383_initial,M02229,25383,,25009,,
25384_initial,M02230,25384,,25009,,
25401_initial,M02231,25401,,25011,,2005-02-11
25402_initial,M02232,25402,,25011,,2005-02-11
25403_initial,M02233,25403,,25011,,2006-01-01
25421_initial,M02234,25421,,25002,,1971-02-11
25421_19710211,M02235,25421,,25002,1971-02-11,2005-02-11
25422_initial,M02236,25422,,25002,,2005-02-11
25423_initial,M02237,25423,,25002,,2006-02-13
25424_initial,M02238,25424,,25002,,2006-02-13
25425_20060213,M02239,25425,,25002,2006-02-13,
25441_initial,M02240,25441,,25012,,1971-02-11
25441_19710211,M02241,25441,,25012,1971-02-11,
25442_initial,M02242,25442,,25012,,
25443_initial,M02243,25443,,25012,,
25461_initial,M02244,25461,,25003,,2005-02-14
25462_initial,M02245,25462,,25003,,1971-02-01
25462_19710201,M02246,25462,,25003,1971-02-01,2005-02-14
25463_initial,M02247,25463,,25003,,2005-02-14
25464_initial,M02248,25464,,25003,,2005-10-01
25481_initial,M02249,25481,,25007,,2006-02-13
25482_initial,M02250,25482,,25007,,2010-01-01
25483_initial,M02251,25483,,25007,,2010-01-01
25484_initial,M02252,25484,,25007,,1971-04-01
25484_19710401,M02253,25484,,25007,1971-04-01,2006-02-13
25501_initial,M02254,25501,,25006,,2010-01-01
25502_initial,M02255,25502,,25006,,2010-01-01
25503_initial,M02256,25503,,25006,,1971-04-01
25503_19710401,M02257,25503,,25006,1971-04-01,2010-01-01
25504_initial,M02258,25504,,25006,,1971-04-01
25504_19710401,M02259,25504,,25006,1971-04-01,2010-01-01
25521_initial,M02260,25521,,25001,,2005-01-01
25522_initial,M02261,25522,,25001,,2005-01-01
25523_initial,M02262,25523,,25001,,2005-01-01
25524_initial,M02263,25524,,25001,,2005-01-01
25525_initial,M02264,25525,,25001,,2005-01-01
25526_initial,M02265,25526,,25001,,2005-01-01
26100_initial,M02266,26100,,,,
26201_initial,M02267,26201,26003,,,2006-01-01
26201_20060101,M02267,26201,26003,,2006-01-01,
26202_initial,M02268,26202,26003,,,
26203_initial,M02269,26203,26003,,,
26204_initial,M02270,26204,26001,,,
26205_initial,M02271,26205,26004,,,
26206_initial,M02272,26206,26002,,,
26207_19720503,M02273,26207,26001,,1972-05-03,
26208_19721001,M02274,26208,26001,,1972-10-01,
26209_initial,M02275,26209,26001,,,
26210_19771101,M02276,26210,26001,,1977-11-01,
26211_19970401,M02277,26211,26001,,1997-04-01,
26212_20040401,M02278,26212,26004,,2004-04-01,
26213_20060101,M02279,26213,26002,,2006-01-01,
26214_20070312,M02280,26214,26001,,2007-03-12,
26301_initial,M02281,26301,,26003,,1972-10-01
26302_initial,M02282,26302,,26003,,1972-10-01
26303_initial,M02283,26303,26001,26003,,
26321_initial,M02284,26321,,26011,,1972-05-03
26322_initial,M02285,26322,26001,26011,,
26341_initial,M02286,26341,,26010,,1977-11-01
26342_initial,M02287,26342,,26010,,1997-04-01
26343_initial,M02288,26343,26001,26010,,
26344_initial,M02289,26344,26001,26010,,
26361_initial,M02290,26361,,26007,,2007-03-12
26362_initial,M02291,26362,,26007,,2007-03-12
26363_initial,M02292,26363,,26007,,2007-03-12
26364_initial,M02293,26364,26001,26007,,
26365_initial,M02294,26365,26001,26007,,
26366_initial,M02295,26366,26001,26007,,
26367_initial,M02296,26367,26001,26007,,
26381_initial,M02297,26381,,26009,,2005-04-01
26382_initial,M02298,26382,,26009,,2006-01-01
26401_initial,M02299,26401,,26004,,2006-01-01
26402_initial,M02300,26402,,26004,,2006-01-01
26403_initial,M02301,26403,,26004,,2005-10-11
26404_initial,M02302,26404,,26004,,2006-01-01
26405_initial,M02303,26405,,26004,,2005-10-11
26406_initial,M02304,26406,,26004,,2005-10-11
26407_20051011,M02305,26407,26002,26004,2005-10-11,
26421_initial,M02306,26421,,26008,,2006-01-01
26422_initial,M02307,26422,,26008,,2006-01-01
26441_initial,M02308,26441,,26012,,2006-01-01
26461_initial,M02309,26461,,26001,,2006-03-01
26462_initial,M02310,26462,,26001,,2006-03-01
26463_initial,M02311,26463,26004,26001,,
26464_initial,M02312,26464,,26001,,2006-03-01
26465_20060301,M02313,26465,26004,26001,2006-03-01,
26481_initial,M02314,26481,,26006,,2004-04-01
26482_initial,M02315,26482,,26006,,2004-04-01
26501_initial,M02316,26501,,26005,,2004-04-01
26502_initial,M02317,26502,,26005,,2004-04-01
26503_initial,M02318,26503,,26005,,2004-04-01
26521_initial,M02319,26521,,26013,,2004-04-01
27100_initial,M02320,27100,,,,
27201_initial,M02321,27201,,,,2005-02-01
27201_20050201,M02321,27201,,,2005-02-01,
27202_initial,M02322,27202,,,,
27203_initial,M02323,27203,,,,
27204_initial,M02324,27204,,,,
27205_initial,M02325,27205,,,,
27206_initial,M02326,27206,,,,
27207_initial,M02327,27207,,,,
27208_initial,M02328,27208,,,,
27209_initial,M02329,27209,,,,
27210_initial,M02330,27210,,,,
27211_initial,M02331,27211,,,,
27212_initial,M02332,27212,,,,
27213_initial,M02333,27213,,,,
27214_initial,M02334,27214,,,,
27215_initial,M02335,27215,,,,
27216_initial,M02336,27216,,,,
27217_initial,M02337,27217,,,,
27218_initial,M02338,27218,,,,
27219_initial,M02339,27219,,,,
27220_initial,M02340,27220,,,,
27221_initial,M02341,27221,,,,
27222_initial,M02342,27222,,,,
27223_initial,M02343,27223,,,,
27224_initial,M02344,27224,,,,
27225_initial,M02345,27225,,,,
27226_initial,M02346,27226,,,,
27227_initial,M02347,27227,,,,
27228_19700701,M02348,27228,,,1970-07-01,
27229_19700701,M02349,27229,,,1970-07-01,
27230_19711103,M02350,27230,,,1971-11-03,
27231_19871001,M02351,27231,,,1987-10-01,
27232_19911001,M02352,27232,,,1991-10-01,
27301_initial,M02353,27301,,27007,,
27321_initial,M02354,27321,,27004,,1977-04-01
27321_19770401,M02355,27321,,27004,1977-04-01,
27322_initial,M02356,27322,,27004,,
27341_initial,M02357,27341,,27008,,
27361_initial,M02358,27361,,27002,,
27362_initial,M02359,27362,,27002,,
27363_initial,M02360,27363,,27002,,1970-07-01
27364_initial,M02361,27364,,27002,,1972-10-20
27365_initial,M02362,27365,,27002,,1972-10-20
27366_initial,M02363,27366,,27002,,
27367_19721020,M02364,27367,,27002,1972-10-20,1991-10-01
27381_initial,M02365,27381,,27006,,
27382_initial,M02366,27382,,27006,,
27383_initial,M02367,27383,,27006,,
27384_initial,M02368,27384,,27006,,1987-10-01
27385_initial,M02369,27385,,27006,,2005-02-01
27401_initial,M02370,27401,,27005,,1971-11-03
27402_initial,M02371,27402,,27005,,1970-07-01
28100_initial,M02372,28100,28003,,,
28201_initial,M02373,28201,28006,,,2006-03-27
28201_20060327,M02373,28201,28006,,2006-03-27,
28202_initial,M02374,28202,28009,,,
28203_initial,M02375,28203,28010,,,
28204_initial,M02376,28204,28009,,,
28205_initial,M02377,28205,28001,,,2006-02-11
28205_20060211,M02377,28205,28001,,2006-02-11,
28206_initial,M02378,28206,28009,,,
28207_initial,M02379,28207,28008,,,
28208_initial,M02380,28208,28007,,,
28209_initial,M02381,28209,28004,,,2005-04-01
28209_20050401,M02381,28209,28004,,2005-04-01,
28210_initial,M02382,28210,28010,,,1979-02-01
28210_19790201,M02382,28210,28010,,1979-02-01,
28211_initial,M02383,28211,,,,2005-10-01
28212_initial,M02384,28212,28007,,,
28213_initial,M02385,28213,28002,,,2005-10-01
28213_20051001,M02385,28213,28002,,2005-10-01,
28214_initial,M02386,28214,28008,,,
28215_initial,M02387,28215,28002,,,2005-10-24
28215_20051024,M02387,28215,28002,,2005-10-24,
28216_initial,M02388,28216,28010,,,
28217_initial,M02389,28217,28008,,,
28218_initial,M02390,28218,28002,,,
28219_initial,M02391,28219,28008,,,
28220_initial,M02392,28220,28002,,,
28221_20190501,M02393,28221,28005,,2019-05-01,
28221_19990401,M02394,28221,28005,,1999-04-01,2019-05-01
28222_20040401,M02395,28222,28004,,2004-04-01,
28223_20041101,M02396,28223,28005,,2004-11-01,
28224_20050111,M02397,28224,28001,,2005-01-11,
28225_20050401,M02398,28225,28004,,2005-04-01,
28226_20050401,M02399,28226,28001,,2005-04-01,
28227_20050401,M02400,28227,28007,,2005-04-01,
28228_20060320,M02401,28228,28002,,2006-03-20,
28229_20051001,M02402,28229,28007,,2005-10-01,
28301_initial,M02403,28301,28008,28021,,
28321_initial,M02404,28321,,28011,,2005-10-24
28341_initial,M02405,28341,,28013,,2006-03-20
28342_initial,M02406,28342,,28013,,2006-03-20
28343_initial,M02407,28343,,28013,,2006-03-20
28361_initial,M02408,28361,,28015,,2005-11-01
28362_initial,M02409,28362,,28015,,2005-11-01
28363_initial,M02410,28363,,28015,,2005-11-01
28364_initial,M02411,28364,,28015,,2005-10-01
28365_20051101,M02412,28365,28002,28015,2005-11-01,
28381_initial,M02413,28381,28010,28020,,
28382_initial,M02414,28382,28010,28020,,
28401_initial,M02415,28401,,28018,,1979-02-01
28421_initial,M02416,28421,,28009,,2006-03-27
28422_initial,M02417,28422,,28009,,2006-03-27
28441_initial,M02418,28441,,28014,,2005-11-07
28442_initial,M02419,28442,28006,28014,,
28443_initial,M02420,28443,28006,28014,,
28444_initial,M02421,28444,,28014,,2006-03-27
28445_initial,M02422,28445,,28014,,2005-11-07
28446_20051107,M02423,28446,28006,28014,2005-11-07,
28461_initial,M02424,28461,,28019,,2005-10-01
28462_initial,M02425,28462,,28019,,2005-10-01
28463_initial,M02426,28463,,28019,,2005-10-01
28464_initial,M02427,28464,28007,28019,,
28481_initial,M02428,28481,28007,28022,,
28501_initial,M02429,28501,28007,28001,,2005-10-01
28501_20051001,M02429,28501,28007,28001,2005-10-01,
28502_initial,M02430,28502,,28001,,2005-10-01
28503_initial,M02431,28503,,28001,,2005-10-01
28504_initial,M02432,28504,,28001,,2005-10-01
28521_initial,M02433,28521,,28008,,2005-04-01
28522_initial,M02434,28522,,28008,,2006-03-27
28523_initial,M02435,28523,,28008,,2005-04-01
28524_initial,M02436,28524,,28008,,2005-04-01
28525_initial,M02437,28525,,28008,,2005-04-01
28541_initial,M02438,28541,,28012,,2005-04-01
28542_initial,M02439,28542,,28012,,2005-04-01
28543_initial,M02440,28543,,28012,,2005-04-01
28544_initial,M02441,28544,,28012,,2005-04-01
28561_initial,M02442,28561,,28017,,2005-04-01
28562_initial,M02443,28562,,28017,,2005-04-01
28581_initial,M02444,28581,,28006,,2005-04-01
28582_initial,M02445,28582,,28006,,2005-10-01
28583_initial,M02446,28583,,28006,,2005-04-01
28584_initial,M02447,28584,,28006,,2005-10-01
28585_20050401,M02448,28585,28004,28006,2005-04-01,
28586_20051001,M02449,28586,28004,28006,2005-10-01,
28601_initial,M02450,28601,,28007,,2004-04-01
28602_initial,M02451,28602,,28007,,2004-04-01
28603_initial,M02452,28603,,28007,,2004-04-01
28604_initial,M02453,28604,,28007,,2004-04-01
28621_initial,M02454,28621,,28016,,2005-04-01
28622_initial,M02455,28622,,28016,,2005-04-01
28623_initial,M02456,28623,,28016,,2005-04-01
28624_initial,M02457,28624,,28016,,2005-04-01
28641_initial,M02458,28641,,28004,,2004-11-01
28642_initial,M02459,28642,,28004,,2004-11-01
28643_initial,M02460,28643,,28004,,2004-11-01
28644_initial,M02461,28644,,28004,,2004-11-01
28645_initial,M02462,28645,,28004,,2004-11-01
28646_initial,M02463,28646,,28004,,2004-11-01
28661_initial,M02464,28661,,28002,,1975-03-28
28661_19750328,M02464,28661,,28002,1975-03-28,1999-04-01
28662_initial,M02465,28662,,28002,,1975-03-28
28663_initial,M02466,28663,,28002,,1975-03-28
28664_initial,M02467,28664,,28002,,1999-04-01
28665_initial,M02468,28665,,28002,,1999-04-01
28666_initial,M02469,28666,,28002,,1999-04-01
28681_initial,M02470,28681,,28003,,2005-04-01
28682_initial,M02471,28682,,28003,,2005-04-01
28683_initial,M02472,28683,,28003,,2005-04-01
28684_initial,M02473,28684,,28003,,2005-04-01
28685_initial,M02474,28685,,28003,,2006-02-11
28686_initial,M02475,28686,,28003,,2005-04-01
28701_initial,M02476,28701,,28010,,2005-01-11
28702_initial,M02477,28702,,28010,,2005-01-11
28703_initial,M02478,28703,,28010,,2005-01-11
28704_initial,M02479,28704,,28010,,2005-01-11
29201_initial,M02480,29201,,,,2005-04-01
29201_20050401,M02480,29201,,,2005-04-01,
29202_initial,M02481,29202,,,,
29203_initial,M02482,29203,,,,
29204_initial,M02483,29204,,,,
29205_initial,M02484,29205,,,,
29206_initial,M02485,29206,,,,
29207_initial,M02486,29207,,,,2005-09-25
29207_20050925,M02486,29207,,,2005-09-25,
29208_initial,M02487,29208,,,,
29209_19711101,M02488,29209,,,1971-11-01,
29210_19911001,M02489,29210,,,1991-10-01,
29211_20041001,M02490,29211,,,2004-10-01,
29212_20060101,M02491,29212,,,2006-01-01,
29301_initial,M02492,29301,,29007,,2005-04-01
29321_initial,M02493,29321,,29004,,1991-10-24
29321_19911024,M02493,29321,,29004,1991-10-24,2005-04-01
29322_initial,M02494,29322,,29004,,
29341_initial,M02495,29341,,29005,,1971-11-01
29342_initial,M02496,29342,,29005,,1971-02-01
29342_19710201,M02497,29342,,29005,1971-02-01,
29343_initial,M02498,29343,,29005,,
29344_initial,M02499,29344,,29005,,
29345_initial,M02500,29345,,29005,,1986-04-01
29345_19860401,M02501,29345,,29005,1986-04-01,
29361_initial,M02502,29361,,29002,,1975-04-01
29361_19750401,M02503,29361,,29002,1975-04-01,
29362_initial,M02504,29362,,29002,,1974-04-01
29362_19740401,M02505,29362,,29002,1974-04-01,
29363_initial,M02506,29363,,29002,,
29381_initial,M02507,29381,,29001,,2006-01-01
29382_initial,M02508,29382,,29001,,2006-01-01
29383_initial,M02509,29383,,29001,,2006-01-01
29384_initial,M02510,29384,,29001,,2006-01-01
29385_initial,M02511,29385,,29001,,
29386_initial,M02512,29386,,29001,,
29401_initial,M02513,29401,,29008,,
29402_initial,M02514,29402,,29008,,
29421_initial,M02515,29421,,29003,,2004-10-01
29422_initial,M02516,29422,,29003,,2004-10-01
29423_initial,M02517,29423,,29003,,1991-10-01
29424_initial,M02518,29424,,29003,,1972-12-01
29424_19721201,M02519,29424,,29003,1972-12-01,
29425_initial,M02520,29425,,29003,,
29426_initial,M02521,29426,,29003,,
29427_initial,M02522,29427,,29003,,1971-12-01
29427_19711201,M02523,29427,,29003,1971-12-01,
29441_initial,M02524,29441,,29006,,
29442_initial,M02525,29442,,29006,,
29443_initial,M02526,29443,,29006,,
