id,name,yomi,prefecture_code
M03645,武蔵町,むさしまち,44
M03646,安岐町,あきまち,44
M03647,日出町,ひじまち,44
M03648,山香町,やまがまち,44
M03649,野津原町,のつはるまち,44
M03650,挾間町,はさままち,44
M03651,庄内町,しょうないちょう,44
M03652,湯布院町,ゆふいんちょう,44
M03653,佐賀関町,さがのせきまち,44
M03654,上浦町,かみうらまち,44
M03655,弥生町,やよいまち,44
M03656,本匠村,ほんじょうむら,44
M03657,宇目町,うめまち,44
M03658,直川村,なおかわそん,44
M03659,鶴見町,つるみまち,44
M03660,米水津村,よのうづむら,44
M03661,蒲江町,かまえちょう,44
M03662,野津町,のつまち,44
M03663,三重町,みえまち,44
M03664,清川村,きよかわむら,44
M03665,緒方町,おがたまち,44
M03666,朝地町,あさじまち,44
M03667,大野町,おおのまち,44
M03668,千歳村,ちとせむら,44
M03669,犬飼町,いぬかいまち,44
M03670,荻町,おぎまち,44
M03671,久住町,くじゅうまち,44
M03672,直入町,なおいりまち,44
M03673,九重町,ここのえまち,44
M03674,玖珠町,くすまち,44
M03675,前津江村,まえつえむら,44
M03676,中津江村,なかつえむら,44
M03677,上津江村,かみつえむら,44
M03678,大山町,おおやままち,44
M03679,天瀬町,あまがせまち,44
M03680,三光村,さんこうむら,44
M03681,本耶馬溪町,ほんやばけいまち,44
M03682,耶馬渓町,やばけいまち,44
M03683,山国町,やまくにまち,44
M03684,院内町,いんないまち,44
M03685,安心院町,あじむまち,44
M03686,宮崎市,みやざきし,45
M03687,都城市,みやこのじょうし,45
M03688,延岡市,のべおかし,45
M03689,日南市,にちなんし,45
M03690,小林市,こばやしし,45
M03691,日向市,ひゅうがし,45
M03692,串間市,くしまし,45
M03693,西都市,さいとし,45
M03694,えびの市,えびのし,45
M03695,清武町,きよたけちょう,45
M03696,田野町,たのちょう,45
M03697,佐土原町,さどわらちょう,45
M03698,北郷町,きたごうちょう,45
M03699,南郷町,なんごうちょう,45
M03700,三股町,みまたちょう,45
M03701,山之口町,やまのくちちょう,45
M03702,高城町,たかじょうちょう,45
M03703,山田町,やまだちょう,45
M03704,高崎町,たかざきちょう,45
M03705,高原町,たかはるちょう,45
M03706,野尻町,のじりちょう,45
M03707,須木村,すきそん,45
M03709,高岡町,たかおかちょう,45
M03710,国富町,くにとみちょう,45
M03711,綾町,あやちょう,45
M03712,高鍋町,たかなべちょう,45
M03713,新富町,しんとみちょう,45
M03714,西米良村,にしめらそん,45
M03716,木城町,きじょうちょう,45
M03717,川南町,かわみなみちょう,45
M03718,都農町,つのちょう,45
M03719,門川町,かどがわちょう,45
M03720,東郷町,とうごうちょう,45
M03721,南郷村,なんごうそん,45
M03722,西郷村,さいごうそん,45
M03723,北郷村,きたごうそん,45
M03725,北方町,きたかたちょう,45
M03727,北川町,きたがわちょう,45
M03729,北浦町,きたうらちょう,45
M03730,諸塚村,もろつかそん,45
M03731,椎葉村,しいばそん,45
M03732,美郷町,みさとちょう,45
M03733,高千穂町,たかちほちょう,45
M03734,日之影町,ひのかげちょう,45
M03735,五ヶ瀬町,ごかせちょう,45
M03736,鹿児島市,かごしまし,46
M03737,川内市,せんだいし,46
M03738,鹿屋市,かのやし,46
M03739,枕崎市,まくらざきし,46
M03740,串木野市,くしきのし,46
M03741,阿久根市,あくねし,46
M03742,名瀬市,なぜし,46
M03743,出水市,いずみし,46
M03744,大口市,おおくちし,46
M03745,指宿市,いぶすきし,46
M03746,加世田市,かせだし,46
M03747,国分市,こくぶし,46
M03748,西之表市,にしのおもてし,46
M03749,垂水市,たるみずし,46
M03750,薩摩川内市,さつませんだいし,46
M03751,日置市,ひおきし,46
M03752,曽於市,そおし,46
M03753,霧島市,きりしまし,46
M03754,いちき串木野市,いちきくしきのし,46
M03755,南さつま市,みなみさつまし,46
M03756,志布志市,しぶしし,46
M03757,奄美市,あまみし,46
M03758,南九州市,みなみきゅうしゅうし,46
M03759,伊佐市,いさし,46
M03760,姶良市,あいらし,46
M03762,吉田町,よしだちょう,46
M03764,三島村,みしまむら,46
M03765,十島村,としまむら,46
M03766,喜入町,きいれちょう,46
M03767,山川町,やまがわちょう,46
M03768,頴娃町,えいちょう,46
M03769,開聞町,かいもんちょう,46
M03770,笠沙町,かささちょう,46
M03771,大浦町,おおうらちょう,46
M03772,坊津町,ぼうのつちょう,46
M03773,知覧町,ちらんちょう,46
M03774,川辺町,かわなべちょう,46
M03775,市来町,いちきちょう,46
M03776,東市来町,ひがしいちきちょう,46
M03777,伊集院町,いじゅういんちょう,46
M03778,松元町,まつもとちょう,46
M03779,郡山町,こおりやまちょう,46
M03780,日吉町,ひよしちょう,46
M03781,吹上町,ふきあげちょう,46
M03782,金峰町,きんぽうちょう,46
M03783,樋脇町,ひわきちょう,46
M03784,入来町,いりきちょう,46
M03785,東郷町,とうごうちょう,46
M03786,宮之城町,みやのじょうちょう,46
M03787,鶴田町,つるだちょう,46
M03788,薩摩町,さつまちょう,46
M03789,祁答院町,けどういんちょう,46
M03790,里村,さとむら,46
M03791,上甑村,かみこしきむら,46
M03792,下甑村,しもこしきそん,46
M03793,鹿島村,かしまむら,46
M03794,さつま町,さつまちょう,46
M03796,野田町,のだちょう,46
M03797,高尾野町,たかおのちょう,46
M03798,東町,あずまちょう,46
M03799,長島町,ながしまちょう,46
M03800,菱刈町,ひしかりちょう,46
M03801,加治木町,かじきちょう,46
M03802,姶良町,あいらちょう,46
M03803,蒲生町,かもうちょう,46
M03804,溝辺町,みぞべちょう,46
M03805,横川町,よこがわちょう,46
M03806,栗野町,くりのちょう,46
M03807,吉松町,よしまつちょう,46
M03808,牧園町,まきぞのちょう,46
M03809,霧島町,きりしまちょう,46
M03810,隼人町,はやとちょう,46
M03811,福山町,ふくやまちょう,46
M03812,湧水町,ゆうすいちょう,46
M03813,大隅町,おおすみちょう,46
M03814,輝北町,きほくちょう,46
M03815,財部町,たからべちょう,46
M03816,末吉町,すえよしちょう,46
M03817,松山町,まつやまちょう,46
M03818,志布志町,しぶしちょう,46
M03819,有明町,ありあけちょう,46
M03820,大崎町,おおさきちょう,46
M03821,串良町,くしらちょう,46
M03822,東串良町,ひがしくしらちょう,46
M03823,内之浦町,うちのうらちょう,46
M03824,高山町,こうやまちょう,46
M03825,吾平町,あいらちょう,46
M03826,大根占町,おおねじめちょう,46
M03827,根占町,ねじめちょう,46
M03828,田代町,たしろちょう,46
M03829,佐多町,さたちょう,46
M03830,錦江町,きんこうちょう,46
M03831,南大隅町,みなみおおすみちょう,46
M03832,肝付町,きもつきちょう,46
M03833,中種子町,なかたねちょう,46
M03834,南種子町,みなみたねちょう,46
M03835,上屋久町,かみやくちょう,46
M03836,屋久町,やくちょう,46
M03837,屋久島町,やくしまちょう,46
M03840,大和村,やまとそん,46
M03841,宇検村,うけんそん,46
M03842,瀬戸内町,せとうちちょう,46
M03843,住用村,すみようそん,46
M03845,龍郷町,たつごうちょう,46
M03846,笠利町,かさりちょう,46
M03847,喜界町,きかいちょう,46
M03848,徳之島町,とくのしまちょう,46
M03849,天城町,あまぎちょう,46
M03850,伊仙町,いせんちょう,46
M03851,和泊町,わどまりちょう,46
M03852,知名町,ちなちょう,46
M03853,与論町,よろんちょう,46
M03854,那覇市,なはし,47
M03855,石川市,いしかわし,47
M03856,具志川市,ぐしかわし,47
M03857,コザ市,こざし,47
M03858,宜野湾市,ぎのわんし,47
M03859,平良市,ひららし,47
M03860,石垣市,いしがきし,47
M03861,浦添市,うらそえし,47
M03862,名護市,なごし,47
M03863,糸満市,いとまんし,47
M03864,沖縄市,おきなわし,47
M03865,豊見城市,とみぐすくし,47
M03866,うるま市,うるまし,47
M03867,宮古島市,みやこじまし,47
M03868,南城市,なんじょうし,47
M03869,国頭村,くにがみそん,47
M03870,大宜味村,おおぎみそん,47
M03871,東村,ひがしそん,47
M03872,今帰仁村,なきじんそん,47
M03873,本部町,もとぶちょう,47
M03874,恩納村,おんなそん,47
M03875,宜野座村,ぎのざそん,47
M03877,金武町,きんちょう,47
M03878,伊江村,いえそん,47
M03879,美里村,みさとそん,47
M03882,勝連町,かつれんちょう,47
M03883,読谷村,よみたんそん,47
M03885,嘉手納町,かでなちょう,47
M03887,北谷町,ちゃたんちょう,47
M03888,北中城村,きたなかぐすくそん,47
M03889,中城村,なかぐすくそん,47
M03891,西原町,にしはらちょう,47
M03894,東風平町,こちんだちょう,47
M03895,具志頭村,ぐしかみそん,47
M03896,玉城村,たまぐすくそん,47
M03897,知念村,ちねんそん,47
M03899,佐敷町,さしきちょう,47
M03900,与那原町,よなばるちょう,47
M03901,大里村,おおざとそん,47
M03903,南風原町,はえばるちょう,47
M03904,仲里村,なかざとそん,47
M03905,具志川村,ぐしかわそん,47
M03906,渡嘉敷村,とかしきそん,47
M03907,座間味村,ざまみそん,47
M03908,粟国村,あぐにそん,47
M03909,渡名喜村,となきそん,47
M03910,南大東村,みなみだいとうそん,47
M03911,北大東村,きただいとうそん,47
M03912,伊平屋村,いへやそん,47
M03913,伊是名村,いぜなそん,47
M03914,久米島町,くめじまちょう,47
M03915,八重瀬町,やえせちょう,47
M03916,城辺町,ぐすくべちょう,47
M03917,下地町,しもじちょう,47
M03918,上野村,うえのそん,47
M03920,伊良部町,いらぶちょう,47
M03921,多良間村,たらまそん,47
M03922,竹富町,たけとみちょう,47
M03923,与那国町,よなぐにちょう,47
M03924,河内町,かわちまち,43
M03925,桜島町,さくらじまちょう,46
M03926,与那城町,よなしろちょう,47
