code,date,event_type,municipality_id_before,municipality_id_after
2554,2006-01-01,新設,M03769,M03745
2555,2005-11-07,新設,M03746,M03755
2556,2005-11-07,新設,M03770,M03755
2557,2005-11-07,新設,M03771,M03755
2558,2005-11-07,新設,M03772,M03755
2559,2005-11-07,新設,M03782,M03755
2560,2005-11-07,新設,M03747,M03753
2561,2005-11-07,新設,M03804,M03753
2562,2005-11-07,新設,M03805,M03753
2563,2005-11-07,新設,M03808,M03753
2564,2005-11-07,新設,M03809,M03753
2565,2005-11-07,新設,M03810,M03753
2566,2005-11-07,新設,M03811,M03753
2567,2005-05-01,新設,M03776,M03751
2568,2005-05-01,新設,M03777,M03751
2569,2005-05-01,新設,M03780,M03751
2570,2005-05-01,新設,M03781,M03751
2571,2005-07-01,新設,M03813,M03752
2572,2005-07-01,新設,M03815,M03752
2573,2005-07-01,新設,M03816,M03752
2574,2006-01-01,新設,M03817,M03756
2575,2006-01-01,新設,M03818,M03756
2576,2006-01-01,新設,M03819,M03756
2577,2007-12-01,新設,M03768,M03758
2578,2007-12-01,新設,M03773,M03758
2579,2007-12-01,新設,M03774,M03758
2580,2010-03-23,新設,M03801,M03760
2581,2010-03-23,新設,M03802,M03760
2582,2010-03-23,新設,M03803,M03760
2583,1972-11-01,町制施行,M03762,M03762
2584,1973-05-01,町制施行,M03925,M03925
2585,1973-04-01,区域変更,M03838,M03764
2586,1973-04-01,区域変更,M03839,M03765
2587,2005-03-22,新設,M03786,M03794
2588,2005-03-22,新設,M03787,M03794
2589,2005-03-22,新設,M03788,M03794
2590,1975-04-01,町制施行,M03796,M03796
2591,2006-03-20,新設,M03798,M03799
2592,2006-03-20,新設,M03799,M03799
2593,2005-03-22,新設,M03806,M03812
2594,2005-03-22,新設,M03807,M03812
2595,2005-07-01,新設,M03823,M03832
2596,2005-07-01,新設,M03824,M03832
2597,2005-03-22,新設,M03826,M03830
2598,2005-03-22,新設,M03828,M03830
2599,2005-03-31,新設,M03827,M03831
2600,2005-03-31,新設,M03829,M03831
2601,2007-10-01,新設,M03835,M03837
2602,2007-10-01,新設,M03836,M03837
2603,1975-02-10,町制施行,M03845,M03845
2604,2005-04-01,新設,M03855,M03866
2605,2005-04-01,新設,M03856,M03866
2606,2005-04-01,新設,M03926,M03866
2607,2005-04-01,新設,M03882,M03866
2608,1974-04-01,新設,M03857,M03864
2609,1974-04-01,新設,M03879,M03864
2610,2005-10-01,新設,M03859,M03867
2611,2005-10-01,新設,M03916,M03867
2612,2005-10-01,新設,M03917,M03867
2613,2005-10-01,新設,M03918,M03867
2614,2005-10-01,新設,M03920,M03867
2615,2002-04-01,市制施行,M03865,M03865
2616,2006-01-01,新設,M03896,M03868
2617,2006-01-01,新設,M03897,M03868
2618,2006-01-01,新設,M03899,M03868
2619,2006-01-01,新設,M03901,M03868
2620,1980-04-01,町制施行,M03877,M03877
2621,1994-01-01,町制施行,M03926,M03926
2622,1980-04-01,町制施行,M03882,M03882
2623,1976-01-01,町制施行,M03885,M03885
2624,1980-04-01,町制施行,M03887,M03887
2625,1979-04-01,町制施行,M03891,M03891
2626,1979-10-01,町制施行,M03894,M03894
2627,2006-01-01,新設,M03894,M03915
2628,2006-01-01,新設,M03895,M03915
2629,1980-06-01,町制施行,M03899,M03899
2630,1980-04-01,町制施行,M03903,M03903
2631,2002-04-01,新設,M03904,M03914
2632,2002-04-01,新設,M03905,M03914
2633,1982-04-01,町制施行,M03920,M03920
2634,1972-05-05,新設,M01271,M01264
